Project ID,Property Name,Applicant / Entity,City,County,Agency,Grant Description,Resolution,Date,DEAD?,Investor 1,Investor 2,Nonprofit Partner,Stale,Total Unit Count,Restricted Unit Count,Restricted Ratio,Address,City's Cut,Parcel Identified,Welfare Exemption On 2025 Roll,Total Roll Value,Confirmed Exemption,Best Estimate Exemption,Confirmed or Best Estimate Exemption,Tax Rate,Confirmed Annual Revenue Loss,Best Estimate Annual Revenue Loss,Link,Leasing Link,New build?,Built,Acquisition Price (M),Acquisition Date,Regulatory Term,Closing Fee,CMFA Annual Fee,YEARS IN SERVICE,ANNUAL FEES PAID,SCC FILED?
81,321 E. Florence Apartments,"3 SIOF 321 E Florence Ave, LP",Los Angeles,Los Angeles,CMFA,"Grant up to $10,000 (Charitable Affordable Housing)",25-283,2025-06-27,,"SoLa Impact, LLC",,Housing on Merit,False,31,30,0.9677419355,"321 E. Florence Ave, Los Angeles, CA",4500,True,False,5960901,0,5191752.484,5191752.484,0.0118738,0,61645.83064,,,YES,,,,,18600,4650,0,0,
82,9300 Compton Ave. Apartments,"6 SIOF 9300 Compton Ave, LP",Los Angeles,Los Angeles,CMFA,"Grant up to $10,000 (Charitable Affordable Housing)",25-284,2025-06-27,,"SoLa Impact, LLC",,Housing on Merit,False,20,19,0.95,"9300 Compton Ave., Los Angeles, CA",2850,True,False,595337,0,509013.135,509013.135,0.0118738,0,6043.920162,,,YES,,,,,12000,4000,0,0,
83,6401 S. Avalon Blvd. Apartments,"6 SIOF 6401 S Avalon Blvd, LP",Los Angeles,Los Angeles,CMFA,"Grant up to $10,000 (Charitable Affordable Housing)",25-285,2025-06-27,,"SoLa Impact, LLC",,Housing on Merit,False,28,27,0.9642857143,"6401 S. Avalon Blvd., Los Angeles, CA",4050,True,False,426520,0,370158.4286,370158.4286,0.0118738,0,4395.187149,,,YES,,,,,16800,4200,0,0,
84,9515 Compton Ave. Apartments,"6 SIOF 9515 Compton Ave, LP",Los Angeles,Los Angeles,CMFA,"Grant up to $10,000 (Charitable Affordable Housing)",25-286,2025-06-27,,"SoLa Impact, LLC",,Housing on Merit,False,21,20,0.9523809524,"9515 Compton Avenue, Los Angeles, CA",3000,True,False,1352393,0,1159194,1159194,0.0118738,0,13764.03772,,,YES,,,,,12600,4000,0,0,
79,10811 S. Compton Ave Apartments,10811 S. Compton Ave Apartments,Los Angeles,Los Angeles,CMFA,,25-287,2025-06-27,,"SoLa Impact, LLC",,Housing on Merit,False,29,28,0.9655172414,"10811 S. Compton Avenue, Los Angeles, CA",4200,True,False,689784,0,599398.5103,599398.5103,0.0118738,0,7117.138032,,,YES,,,,,17400,4350,0,0,
85,569 W. 6th Street Apartments,"SIOF 5 Properties, LP, California limited partnership",Los Angeles,Los Angeles,CMFA,"Grant up to $10,000 (Charitable Affordable Housing)",25-288,2025-06-27,,"SoLa Impact, LLC",,Housing on Merit,False,48,47,0.9791666667,"569 W. 6th Street, San Pedro, CA",7050,True,False,1363864,0,1201905.15,1201905.15,0.0118738,0,14271.18137,,,YES,,,,,28800,7200,0,0,
86,685 W. 4th St Apartments,"2 SIOF 685 W Fourth St, LP, Delaware limited partnership",Los Angeles,Los Angeles,CMFA,"Grant up to $10,000 (Charitable Affordable Housing)",25-289,2025-06-27,,"SoLa Impact, LLC",,Housing on Merit,False,28,27,0.9642857143,"685 W. 4th St., Los Angeles, CA",4050,True,False,3002337,0,2605599.611,2605599.611,0.0118738,0,30938.36866,,,YES,,,,,16800,4200,0,0,
87,Chadwick Apartments,"Chadwick Owner, LP",Los Angeles,Los Angeles,CMFA,"Grant up to $10,000 (Charitable Affordable Housing)",25-290,2025-06-27,,Vintage Housing Holdings,Kennedy Wilson,"Pacific Housing, Inc",False,687,687,1,"209 Westmoreland Ave, Los Angeles, CA 90004",74025,True,False,129082596,0,116174336.4,116174336.4,0.0118738,0,1379430.836,,,NO,,,,,412200,103050,1,103050,True
77,11630 S. Main Street Apartments,"4 SIOF 11630 S MAIN ST, LP",Los Angeles,Los Angeles,CMFA,,25-291,2025-06-27,,"SoLa Impact, LLC",,Housing on Merit,False,84,17,0.2023809524,"11630 Main St, Los Angeles, CA 90061",2550,True,False,0,0,0,0,0.0118738,0,0,,,YES,,,,,50400,12600,0,0,
90,Pacific Trails Apartments,"Pacific Trails, LP",Azusa,Los Angeles,CMFA,"Grant up to $10,000 (Charitable Affordable Housing)",25-304,2025-07-18,,Langdon Park Capital,,Housing on Merit,False,84,84,1,"18615 E Arrow Hwy, Covina, CA 91722",12600,True,False,21864168,0,19677751.2,19677751.2,0.01175703,0,231351.9112,,,NO,,,,,50400,12600,0,0,
89,LINQ Apartments,"Ethos GP I Venture, LP",San Jose,Santa Clara,CMFA,"Grant up to $10,000 (Charitable Affordable Housing)",25-305,2025-07-18,,Ethos Real Estate,,"Pacific Housing, Inc",False,230,230,,"1700 Newbury Park Dr, San Jose, CA 95133",34500,True,False,113197044,0,101877339.6,101877339.6,0.012401,0,1263380.888,,,,,,2025-09-03,,138000,34500,0,0,
158,Kalmia Apartments,"Kalmia Supportive Housing, LP",Los Angeles,Los Angeles,CMFA,,25-306,2025-07-18,True,A Community of Friends,,A Community of Friends,False,29,29,1,,4350,True,False,0,0,0,0,,0,0,,,YES,,,,,17400,4350,0,0,
88,Chatsworth Apartments,"Chatsworth Housing, LP",Los Angeles,Los Angeles,CMFA,"Grant up to $10,000 (Charitable Affordable Housing)",25-308,2025-07-18,,BMI Developments,,"Kingdom Development, Inc.",False,69,68,0.9855072464,"17188 Chatsworth St., Los Angeles, CA",10200,True,False,850000,0,753913.0435,753913.0435,0.0118738,0,8951.812696,,,YES,,,,,41400,10350,0,0,
97,Azusa Gardens Apartments,"Azusa Gardens Owner, LP",Azusa,Los Angeles,CMFA,"Grant up to $10,000 (Charitable Affordable Housing)",25-347,2025-08-08,,TriWest Multifamily,,"Kingdom Development, Inc.",False,112,112,1,"601 E 8th St, Azusa, CA 91702",16800,True,False,13224803,0,11902322.7,11902322.7,0.0116448,0,138600.1674,,,NO,,,,,67200,16800,0,0,
96,Park Kiely Apartments,"Standard Vistria Park Kiely Owner, LP",San Jose,Santa Clara,CMFA,"Grant up to $10,000 (Charitable Affordable Housing)",25-348,2025-08-08,,Standard Property Company,Vistria,Housing on Merit,False,948,948,1,"355 Kiely Blvd, San Jose, CA 95129",93600,True,False,297316740,0,267585066,267585066,0.012401,0,3318322.403,,,,1972,410,2025-08-27,,568800,142200,0,0,True
95,Fountain Park Apartments,"Fountain Park, L.P.",San Jose,Santa Clara,CMFA,"Grant up to $10,000 (Charitable Affordable Housing)",25-349,2025-08-08,,Sack Capital Partners,Belveron Partners,Las Palmas Housing & Development Corp.,False,164,164,,"1026 S De Anza Blvd, San Jose, CA 95129",24600,True,False,4853048,0,4367743.2,4367743.2,0.012401,0,54164.38342,https://rebusinessonline.com/sack-properties-belveron-partners-buy-164-unit-multifamily-property-in-san-jose-california/,,,,,2025-08-29,,98400,24600,0,0,True
92,The Parker Apartments,"Flag VII The Parker, L.P.",El Monte,Los Angeles,CMFA,"Grant up to $10,000 (Charitable Affordable Housing)",25-350,2025-08-08,,Belveron Partners,,Las Palmas Housing & Development Corporation,False,177,177,1,"4640 Arden Way, El Monte, CA 91731",26550,True,False,45003808,0,40503427.2,40503427.2,0.01323192,0,535938.1084,,,NO,,,,,106200,26550,0,0,True
93,Canyon Ridge at Napa Junction Apartments,"Canyon Ridge at Napa Junction, LP",American Canyon,Napa,CMFA,"Grant up to $10,000 (Charitable Affordable Housing)",25-351,2025-08-08,,BRIDGE Housing Corp.,,BRIDGE Housing Corp.,False,148,148,,"800 Reliant Wy, American Canyon, CA 94503",22200,True,False,46693244,0,42023919.6,42023919.6,0.010944,0,459909.7761,,,NO,,,,,88800,22200,0,0,
94,Canyon Villa Apartment Homes,"Post Canyon Villa, LP",Chula Vista,San Diego,CMFA,"Grant up to $10,000 (Charitable Affordable Housing)",25-352,2025-08-08,,Post Investment Group,,Integrity Housing,False,183,183,,"601 Telegraph Canyon Road, Chula Vista, CA 91910",27450,True,False,51548563,0,46393706.7,46393706.7,0.0118748,0,550915.9883,,,NO,1981,,,,109800,27450,0,0,True
91,Huston Affordable Housing Apartments,10910 Huston LP,Los Angeles,Los Angeles,CMFA,"Grant up to $10,000 (Charitable Affordable Housing)",25-353,2025-08-08,,"Angeleno Investments, LP",,Las Palmas Housing & Development Corporation,False,38,37,0.9736842105,"10910 Huston St, North Hollywood, CA 91601",5550,True,False,1417800,0,1242440.526,1242440.526,0.0118738,0,14752.49032,,,YES,,,,,22800,5700,0,0,
98,Camden Village Apartments,"Flag VII Camden Village, L.P.",Fremont,Alameda,CMFA,"Grant up to $10,000 (Charitable Affordable Housing)",25-423,2025-08-29,True,Belveron Partners,,Las Palmas Housing & Development Corporation,False,192,192,,"38000 Camden St, Fremont, CA 94536",28800,True,False,73418537,0,66076683.3,66076683.3,0.011741,0,775806.3386,,https://www.camdenvillageapts.com/,NO,,,,,115200,28800,0,0,
99,Passo Barrington Apartments,"Passo Barrington, LP",Los Angeles,Los Angeles,CMFA,"Grant up to $10,000 (Charitable Affordable Housing)",25-424,2025-08-29,,Glimcher Capital Group,,Housing on Merit,False,53,53,1,"1734 S. Barrington Ave., Los Angeles, CA, 90025",7800,True,False,2225000,0,2002500,2002500,0.0118738,0,23777.2845,,,YES,,,,,31800,7950,0,0,True
100,Passo Centinela I Apartments,"Passo Centinela, LP",Los Angeles,Los Angeles,CMFA,"Grant up to $10,000 (Charitable Affordable Housing)",25-425,2025-08-29,,Glimcher Capital Group,,Housing on Merit,False,72,71,0.9861111111,"4129 Centinela Avenue, Los Angeles, CA 90066",10650,True,False,1630000,0,1446625,1446625,0.0118738,0,17176.93593,,,YES,,,,,43200,10800,0,0,True
101,Passo Centinela II Apartments,"Passo Centinela 2, LP",Los Angeles,Los Angeles,CMFA,"Grant up to $10,000 (Charitable Affordable Housing)",25-426,2025-08-29,,Glimcher Capital Group,,Housing on Merit,False,73,72,0.9863013699,"4706 Centinela Avenue, Los Angeles, CA 90066",10800,True,False,2190000,0,1944000,1944000,0.0118738,0,23082.6672,,,YES,,,,,43800,10950,0,0,True
102,Passo Stoner Apartments,"Passo Stoner, LP",Los Angeles,Los Angeles,CMFA,"Grant up to $10,000 (Charitable Affordable Housing)",25-427,2025-08-29,,Glimcher Capital Group,,Housing on Merit,False,53,52,0.9811320755,"1747 Stoner Avenue, Los Angeles, CA 90025",7800,True,False,1845000,0,1629169.811,1629169.811,0.0118738,0,19344.43651,,,YES,,,,,31800,7950,0,0,True
103,4th Street Apartments,2025 E 4th Street LLLP,Los Angeles,Los Angeles,CMFA,"Approve application for proposed grant up to $10,000",25-448,2025-09-19,,K3 Holdings,,"Kingdom Development, Inc.",False,25,25,1,"2025 E. 4th Street, Los Angeles, CA",3750,True,False,4166030,0,3749427,3749427,0.0118738,0,44519.94631,,,NO,,,,,15000,4000,0,0,
104,Alexandria I Apartments,247 S Alexandria LLLP,Los Angeles,Los Angeles,CMFA,"Approve application for proposed grant up to $10,000",25-449,2025-09-19,,K3 Holdings,,"Kingdom Development, Inc.",False,27,27,1,"247 S. Alexandria Avenue, Los Angeles, CA",4050,True,False,4457073,0,4011365.7,4011365.7,0.0118738,0,47630.15405,,,NO,,,,,16200,4050,0,0,
105,Ashby Apartments,808 S Hobart LLLP,Los Angeles,Los Angeles,CMFA,"Approve application for proposed grant up to $10,000",25-450,2025-09-19,,K3 Holdings,,"Kingdom Development, Inc.",False,49,49,1,"808 S. Hobart Boulevard, Los Angeles, CA",7350,True,False,7984000,0,7185600,7185600,0.0118738,0,85320.37728,,,NO,,,,,29400,7350,0,0,
106,Catalina Apartments,454 Catalina LLLP,Los Angeles,Los Angeles,CMFA,"Approve application for proposed grant up to $10,000",25-451,2025-09-19,,K3 Holdings,,"Kingdom Development, Inc.",False,48,48,1,"454 S. Catalina Street, Los Angeles, CA",7200,True,False,7490880,0,6741792,6741792,0.0118738,0,80050.68985,,,NO,,,,,28800,7200,0,0,
107,Edgemont Apartments,103 S Edgemont LLLP,Los Angeles,Los Angeles,CMFA,"Approve application for proposed grant up to $10,000",25-452,2025-09-19,,K3 Holdings,,"Kingdom Development, Inc.",False,43,43,1,"103 S. Edgemont Street, Los Angeles, CA 90004",6450,True,False,10674504,0,9607053.6,9607053.6,0.0118738,0,114072.233,,,NO,,,,,25800,6450,0,0,
108,Gramercy Apartments,Carson Gramercy LLLP // 974 S Gramercy LLLP,Los Angeles,Los Angeles,CMFA,"Approve application for proposed grant up to $10,000",25-453,2025-09-19,,K3 Holdings,,"Kingdom Development, Inc.",False,38,38,1,"974 S. Gramercy Place, Los Angeles, CA",5700,True,False,7216214,0,6494592.6,6494592.6,0.0118738,0,77115.49361,,,NO,,,,,22800,5700,0,0,
109,Irolo Apartments,Irolo 16 LLLP,Los Angeles,Los Angeles,CMFA,"Approve application for proposed grant up to $10,000",25-454,2025-09-19,,K3 Holdings,,"Kingdom Development, Inc.",False,32,32,1,"832 Irolo Street, Los Angeles, CA",4800,True,False,7195628,0,6476065.2,6476065.2,0.0118738,0,76895.50297,,,NO,,,,,19200,4800,0,0,
110,Kenmore I Apartments,Kenmore 20 LLLP,Los Angeles,Los Angeles,CMFA,"Approve application for proposed grant up to $10,000",25-455,2025-09-19,,K3 Holdings,,"Kingdom Development, Inc.",False,42,42,1,"941 S. Kenmore Avenue, Los Angeles, CA",3600,True,False,4338468,0,3904621.2,3904621.2,0.0118738,0,46362.6912,,,NO,,,,,25200,6300,0,0,
111,Manhattan III Apartments,426 Manhattan LLLP,Los Angeles,Los Angeles,CMFA,"Approve application for proposed grant up to $10,000",25-456,2025-09-19,,K3 Holdings,,"Kingdom Development, Inc.",False,40,40,1,"426 S. Manhattan Place, Los Angeles, CA",6000,True,False,6897851,0,6208065.9,6208065.9,0.0118738,0,73713.33288,,,NO,,,,,24000,6000,0,0,
112,Mariposa II Apartments,260 S Mariposa LLLP,Los Angeles,Los Angeles,CMFA,"Approve application for proposed grant up to $10,000",25-457,2025-09-19,,K3 Holdings,,"Kingdom Development, Inc.",False,40,40,1,"260 S. Mariposa Avenue, Los Angeles, CA",6000,True,False,8388848,0,7549963.2,7549963.2,0.0118738,0,89646.75304,,,NO,,,,,24000,6000,0,0,
113,Normandie Apartments,739 Normandie LLLP,Los Angeles,Los Angeles,CMFA,"Approve application for proposed grant up to $10,000",25-458,2025-09-19,,K3 Holdings,,"Kingdom Development, Inc.",False,32,32,1,"739 S. Normandie Avenue, Los Angeles, CA",4800,True,False,4993920,0,4494528,4494528,0.0118738,0,53367.12657,,,NO,,,,,19200,4800,0,0,
114,Norton Apartments,1111 Norton LLLP,Los Angeles,Los Angeles,CMFA,"Approve application for proposed grant up to $10,000",25-459,2025-09-19,,K3 Holdings,,"Kingdom Development, Inc.",False,20,20,1,"1111 S. Norton Avenue, Los Angeles, CA 90019",3000,True,False,3121200,0,2809080,2809080,0.0118738,0,33354.4541,,,NO,,,,,12000,4000,0,0,
115,Oxford I Apartments,Oxford 19 LLLP,Los Angeles,Los Angeles,CMFA,"Approve application for proposed grant up to $10,000",25-460,2025-09-19,,K3 Holdings,,"Kingdom Development, Inc.",False,60,60,1,"975-985 S. Oxford Avenue, Los Angeles, CA",9000,True,False,10493522,0,9444169.8,9444169.8,0.0118738,0,112138.1834,,,NO,,,,,36000,9000,0,0,
116,Oxford III Apartments,960 S Oxford LLLP,Los Angeles,Los Angeles,CMFA,"Approve application for proposed grant up to $10,000",25-461,2025-09-19,,K3 Holdings,,"Kingdom Development, Inc.",False,73,73,1,"960 S. Oxford Avenue, Los Angeles, CA",10950,True,False,14206920,0,12786228,12786228,0.0118738,0,151821.114,,,NO,,,,,43800,10950,0,0,
117,Seven Lions Apartments,3715 W 1st Street LLLP,Los Angeles,Los Angeles,CMFA,"Approve application for proposed grant up to $10,000",25-462,2025-09-19,,K3 Holdings,,"Kingdom Development, Inc.",False,55,55,1,"3715 W. 1st Street, Los Angeles, CA",8250,True,False,11906753,0,10716077.7,10716077.7,0.0118738,0,127240.5634,,,NO,,,,,33000,8250,0,0,
118,St. Andrews I Apartments,515 S St. Andrews LLLP,Los Angeles,Los Angeles,CMFA,"Approve application for proposed grant up to $10,000",25-463,2025-09-19,,K3 Holdings,,"Kingdom Development, Inc.",False,40,40,1,"515 S. St. Andrews Place, Los Angeles, CA 90020",6000,True,False,10012496,0,9011246.4,9011246.4,0.0118738,0,106997.7375,,,NO,,,,,24000,6000,0,0,
119,St. Andrews II Apartments,516 St. Andrews LLLP,Los Angeles,Los Angeles,CMFA,"Approve application for proposed grant up to $10,000",25-464,2025-09-19,,K3 Holdings,,"Kingdom Development, Inc.",False,59,59,1,"516 S. St. Andrews Place, Los Angeles, CA 90020",8850,True,False,14209574,0,12788616.6,12788616.6,0.0118738,0,151849.4758,,,NO,,,,,35400,8850,0,0,
120,The Falls at Arden Apartments,"GB Falls, LP",Unincorporated,Sacramento,CMFA,"Grant up to $10,000",25-484,2025-10-10,,Jackson Square Properties,,Housing on Merit,False,272,272,,"2345 Northrop Ave, Sacramento, CA 95825",40800,True,False,51313873,0,46182485.7,46182485.7,0.011454,0,528974.1912,,,NO,,,,,163200,40800,0,0,True
131,Citrine Apartments,"Citrine Preservation, LP",Healdsburg,Sonoma,CMFA,"Grant up to $10,000",25-485,2025-10-10,,The Transcend Group,,Retail Store Employees Building Corporation,False,37,37,,"1260 Grove St, Healdsburg, CA 95448",5550,True,False,10140095,0,9126085.5,9126085.5,0.0115,0,104949.9833,,,NO,,,,,22200,5550,0,0,
160,12th Street Apartments,12th Street 19 LLLP,Los Angeles,Los Angeles,CMFA,,25-486,2025-10-10,,K3 Holdings,,"Kingdom Development, Inc.",False,16,16,1,"3048 W. 12th Street, CA 90006",2500,True,False,2688395,0,2419555.5,2419555.5,0.0118738,0,28729.3181,,,NO,,,,,9600,4000,0,0,
121,Alexandria II Apartments,130 Alexandria LLLP,Los Angeles,Los Angeles,CMFA,"Grant up to $10,000",25-487,2025-10-10,,K3 Holdings,,"Kingdom Development, Inc.",False,30,30,1,"130 S. Alexandria Avenue, Los Angeles, CA",4500,True,False,13742642,0,12368377.8,12368377.8,0.0118738,0,146859.6443,,,NO,,,,,18000,4500,0,0,
122,Fedora Apartments,861 Fedora LLLP,Los Angeles,Los Angeles,CMFA,"Grant up to $10,000",25-488,2025-10-10,,K3 Holdings,,"Kingdom Development, Inc.",False,39,39,1,"861 Fedora Street, Los Angeles, CA",5850,True,False,9710053,0,8739047.7,8739047.7,0.0118738,0,103765.7046,,,NO,,,,,23400,5850,0,0,
123,Kenmore II Apartments,Kenmore II 20 LLLP,Los Angeles,Los Angeles,CMFA,"Grant up to $10,000",25-489,2025-10-10,,K3 Holdings,,"Kingdom Development, Inc.",False,48,48,1,"200 S. Kenmore Avenue, Los Angeles, CA",7200,True,False,9200673,0,8280605.7,8280605.7,0.0118738,0,98322.25596,,,NO,,,,,28800,7200,0,0,
124,Kenmore III Apartments,915 S Kenmore LLLP,Los Angeles,Los Angeles,CMFA,"Grant up to $10,000",25-490,2025-10-10,,K3 Holdings,,"Kingdom Development, Inc.",False,18,18,1,"915 S. Kenmore Avenue, Los Angeles, CA",2700,True,False,2895505,0,2605954.5,2605954.5,0.0118738,0,30942.58254,,,NO,,,,,10800,4000,0,0,
125,Kingsley Apartments,530 Kingsley LLLP,Los Angeles,Los Angeles,CMFA,"Grant up to $10,000",25-491,2025-10-10,,K3 Holdings,,"Kingdom Development, Inc.",False,45,45,1,"530 Kingsley Drive, Los Angeles, CA",6750,True,False,10516571,0,9464913.9,9464913.9,0.0118738,0,112384.4947,,,NO,,,,,27000,6750,0,0,
126,Mariposa I Apartments,Mariposa 20 LLLP,Los Angeles,Los Angeles,CMFA,"Grant up to $10,000",25-492,2025-10-10,,K3 Holdings,,"Kingdom Development, Inc.",False,40,40,1,"727 S. Mariposa Avenue, Los Angeles, CA",6000,True,False,7089929,0,6380936.1,6380936.1,0.0118738,0,75765.95906,,,NO,,,,,24000,6000,0,0,
127,Mariposa III Apartments,750 Mariposa LLLP,Los Angeles,Los Angeles,CMFA,"Grant up to $10,000",25-493,2025-10-10,,K3 Holdings,,"Kingdom Development, Inc.",False,23,23,1,"750-752 S. Mariposa Avenue, Los Angeles, CA",3450,True,False,6547652,0,5892886.8,5892886.8,0.0118738,0,69970.95929,,,NO,,,,,13800,4000,0,0,
128,Mariposa IV Apartments,520 Mariposa LLLP,Los Angeles,Los Angeles,CMFA,"Grant up to $10,000",25-494,2025-10-10,,K3 Holdings,,"Kingdom Development, Inc.",False,48,48,1,"520 S. Mariposa Avenue, Los Angeles, CA",7200,True,False,11471658,0,10324492.2,10324492.2,0.0118738,0,122590.9555,,,NO,,,,,28800,7200,0,0,
129,Oxford II Apartments,Oxford 20 LLLP,Los Angeles,Los Angeles,CMFA,"Grant up to $10,000",25-495,2025-10-10,,K3 Holdings,,"Kingdom Development, Inc.",False,32,32,1,"207 N. Oxford Avenue, Los Angeles, CA",4800,True,False,6452506,0,5807255.4,5807255.4,0.0118738,0,68954.18917,,,NO,,,,,19200,4800,0,0,
130,Western Apartments,Western 19 LLLP,Los Angeles,Los Angeles,CMFA,"Grant up to $10,000",25-496,2025-10-10,,K3 Holdings,,"Kingdom Development, Inc.",False,76,76,1,"1057 S. Western Avenue, Los Angeles, CA",11400,True,False,14010916,0,12609824.4,12609824.4,0.0118738,0,149726.533,,,NO,,,,,45600,11400,0,,
135,236 Berendo Apartments,236 Berendo Holdings OZ LP,Los Angeles,Los Angeles,CMFA,"Grant up to $10,000",25-510,2025-10-24,,Terra Capital Development Group LLC,,"Pacific Housing, Inc.",False,52,52,1,"236 N. Berendo Street., Los Angeles, CA",7800,True,False,1387200,0,1248480,1248480,0.0118738,0,14824.20182,,,YES,,,,,31200,7800,0,0,
134,10705 Avalon Blvd Apartments,"PS 10705 Avalon Blvd, LP",Los Angeles,Los Angeles,CMFA,,25-512,2025-10-24,,California State Teachers’ Retirement System,,Housing on Merit,False,68,68,1,"10705 Avalon Blvd, Los Angeles, CA",10200,True,True,936360,936360,842724,936360,0.0118738,11118.15137,11118.15137,,,YES,,,,,40800,10200,0,0,
132,7524 S. Hoover St Apartments,"PS 7518 Hoover St, LP",Los Angeles,Los Angeles,CMFA,"Grant up to $10,000",25-513,2025-10-24,,California State Teachers’ Retirement System,,Housing on Merit,False,79,78,0.9873417722,"7524 S. Hoover St, Los Angeles, CA",11850,True,False,2856000,0,2537863.291,2537863.291,0.0118738,0,30134.08115,,,,,,,,47400,11850,0,0,
136,Ascent Apartments,"Ethos GP I Venture, LP",San Jose,Santa Clara,CSCDA,Governmental Grant,CSCDA,2025-11-20,,Ethos Real Estate,,,False,650,260,0.4,"5805 Charlotte Drive, San Jose, CA 95123",,True,False,269608107,0,97058918.52,97058918.52,0.012401,0,1203627.649,,,,,,,,285000,71250,0,0,
141,Renaissance Apartment Homes,"Post Renaissance Apartments, LP",Fresno,Fresno,CMFA,,25-551,2025-11-21,,Post Investment Group,,Foundation for Affordable Housing,False,278,278,,"5669 N Fresno St, Fresno, CA 93710",41700,True,False,30330305,0,27297274.5,27297274.5,0.0125,0,341215.9313,,,NO,1984,,,,166800,41700,0,0,
137,Kittridge Affordable Housing Apartments,"18337 Kittridge, LP",Los Angeles,Los Angeles,CMFA,,25-552,2025-11-21,,"Angeleno Investments, LP",,Las Palmas Housing & Development Corporation,False,41,41,1,"18337 Kittridge St, Reseda, CA 91335",6150,True,False,943500,0,849150,849150,0.0118738,0,10082.63727,,,YES,,,,,24600,6150,0,0,
142,9033 Ramsgate Apartments,9033 Ramsgate LP,Los Angeles,Los Angeles,CMFA,,25-553,2025-11-21,,Six Peak Capital,,Housing on Merit,False,116,116,1,"9033 Ramsgate Avenue, Westchester, CA",17400,True,False,1206999,0,1086299.1,1086299.1,0.0118738,0,12898.49825,,,,,,,,69600,17400,0,0,
143,Coliseum Transit Village,"Coliseum Transit Village One, LP",Oakland,Alameda,CMFA,,25-554,2025-11-21,,UrbanCore Development,,"Pacific Housing, Inc.",False,110,55,,"805 71st Avenue, Oakland, CA",8250,True,False,0,0,0,0,0.012779,0,0,,,NO,,,,,66000,16500,0,0,True
140,The Crossings Apartments,"Ethos GP I Venture, LP",Sunnyvale,Santa Clara,CMFA,,25-555,2025-11-21,,"Ethos GP I Venture, LP",,"Pacific Housing, Inc",True,148,148,,"1180 Lochinvar Ave, Sunnyvale, CA 94087",22200,True,False,70919811,0,63827829.9,63827829.9,0.011322,0,722658.6901,,,NO,,,,,88800,22200,0,0,
139,Thornbridge Apartments,"Thornbridge Holdings, L.P.",San Jose,Santa Clara,CMFA,,25-556,2025-11-21,True,Community HousingWorks,,Community HousingWorks,False,286,286,,"5210 Monterey Rd, San Jose, CA 95111",42900,True,True,60096598,60096598,54086938.2,60096598,0.012401,745257.9118,745257.9118,,,NO,,,,,171600,42900,0,0,
138,Montecito Apartments,"Flag VII Montecito, L.P.",San Jose,Santa Clara,CMFA,,25-557,2025-11-21,,Belveron Partners,,Las Palmas Housing & Development Corporation,False,114,114,,"3765 Tamarack Ln, Santa Clara, CA 95051",17100,True,False,27979060,0,25181154,25181154,0.011437,0,287996.8583,,,NO,,,,,68400,17100,0,0,True
146,San Pedro Apartments,"7655 San Pedro, LP",Los Angeles,Los Angeles,CMFA,,25-562,2025-12-12,,"Eleos Ventures, LLC",,Step Forward Communities,False,40,40,1,"7655 S San Pedro St, Los Angeles, CA 90003",6000,True,False,800000,0,720000,720000,0.0118738,0,8549.136,,,YES,,,,,24000,6000,0,0,
147,Coliseum Connections,"Coliseum Transit Village One, LP",Oakland,Alameda,CMFA,,25-563,2025-12-12,,UrbanCore Development,,"Pacific Housing, Inc.",True,110,55,,"805 71st Avenue, Oakland, CA",8250,True,False,0,0,0,0,0.012779,0,0,,,NO,,,,,66000,16500,0,0,True
148,Park Wilshire Apartments,Concord Park Wilshire LP,Los Angeles,Los Angeles,CMFA,,25-564,2025-12-12,True,Concord Companies,,"Pacific Housing, Inc.",False,170,170,1,"2424 Wilshire Blvd, Los Angeles, CA 90057",25500,True,False,3454142,0,3108727.8,3108727.8,0.01203757,0,37421.5285,,,NO,1929,,,,102000,25500,0,0,
149,Sir Francis Drake Villa Apartments,Concord Sir Francis Drake LP,Los Angeles,Los Angeles,CMFA,,25-565,2025-12-12,True,Concord Companies,,"Pacific Housing, Inc.",False,61,61,1,"841 S Serrano Ave, Los Angeles, CA 90005",9150,True,False,4558215,0,4102393.5,4102393.5,0.0118738,0,48710.99994,,,NO,,,,,36600,9150,0,0,
150,Langham Apartments,Concord Langham LP,Los Angeles,Los Angeles,CMFA,,25-566,2025-12-12,True,Concord Companies,,"Pacific Housing, Inc.",False,181,181,1,"715 Normandie Ave, Los Angeles, CA 90005",27150,True,False,5831313,0,5248181.7,5248181.7,0.0118738,0,62315.85987,,,NO,,,,,108600,27150,0,0,
151,Piccadilly Apartments,Concord Piccadilly LP,Los Angeles,Los Angeles,CMFA,,25-567,2025-12-12,True,Concord Companies,,"Pacific Housing, Inc.",False,74,74,1,"682 Irolo Street, Los Angeles, CA",11100,True,False,3524298,0,3171868.2,3171868.2,0.0118738,0,37662.12863,,,NO,,,,,44400,11100,0,0,
152,The Hive at Ackerfield Apartments,Ackerfield 2 LP,Long Beach,Los Angeles,CMFA,,25-568,2025-12-12,,Golden Bee Properties,,"Kingdom Development, Inc.",False,152,152,1,"5565 Ackerfield Avenue / 5700 Ackerfield Avenue, Long Beach, CA",22800,True,False,39317756,0,35385980.4,35385980.4,0.01206499,0,426931.4997,,,NO,,,,,91200,22800,0,0,
