project_id,county,property,ain,legacy_ain,legacy_redundant,apn,situs_address,situs_city,situs_zip,input_address,property_name,tract_number,method,use_description,use_type,use_code,year_built,units,bedrooms,bathrooms,sqft,roll_year,roll_land_value,roll_imp_value,roll_total_value,roll_land_base_year,roll_imp_base_year,real_estate_exemp,tax_rate_area,tax_rate_city,latitude,longitude,legal_description,notes,CMFA Total Units,CMFA Restricted,Total Tax Rate
68,Los Angeles,Candlewood North Apartments,2764001013,,False,2764-001-013,9830 RESEDA BLVD LOS ANGELES CA 91324,LOS ANGELES CA,91324-2060,"9830 Reseda Blvd, Northridge, CA 91324",Candlewood North Apartments,,manual_verified,Five or more apartments,Residential,501,1964,68,74,86,66070,2025,8704392,8588333,17292725,2017,2017,0,16,LOS ANGELES,34.2491338,-118.53552906,TRACT NO 27700 LOT    1,,189,189,0.0118738
69,Los Angeles,Lindley Parc Apartments,2731008014,,False,2731-008-014,10535 LINDLEY AVE LOS ANGELES CA 91326,LOS ANGELES CA,91326-3267,"10535 Lindley Ave, Granada Hills, CA 91326",Lindley Parc Apartments,,manual_verified,Five or more apartments,Residential,501,1964,50,95,87,49290,2025,4473720,10404000,14877720,2023,2023,0,16,LOS ANGELES,34.26203526,-118.52794007,TRACT NO 21000 LOT 4 AND S 1/2 OF LOT    5,,50,50,0.0118738
70,San Mateo,Terrace View Apartments,006312850,,False,,"4 Terrace View Ct, Daly City, CA 94015",,,,,,,,,,,,,,,,-,-,3870288,,,,Daly City,,,,,,122,,0.011602
70,San Mateo,Terrace View Apartments,006312860,,False,,"35 Eastmoor Ave, Daly City, CA 94015",,,,,,,,,,,,,,,,-,-,4765032,,,,Daly City,,,,,,122,,0.011602
70,San Mateo,Terrace View Apartments,006312870,,False,,"45 Eastmoor Ave, Daly City, CA 94015",,,,,,,,,,,,,,,,-,-,4452912,,,,Daly City,,,,,,122,,0.011602
70,San Mateo,Terrace View Apartments,006312880,,False,,"55 Eastmoor Ave, Daly City, CA 94015",,,,,,,,,,,,,,,,-,-,4317660,,,,Daly City,,,,,,122,,0.011602
70,San Mateo,Terrace View Apartments,006312890,,False,,"65 Eastmoor Ave, Daly City, CA 94015",,,,,,,,,,,,,,,,-,-,4317660,,,,Daly City,,,,,,122,,0.011602
70,San Mateo,Terrace View Apartments,006312900,,False,,"75 Eastmoor Ave, Daly City, CA 94015",,,,,,,,,,,,,,,,-,-,4713012,,,,Daly City,,,,,,122,,0.011602
70,San Mateo,Terrace View Apartments,006312910,,False,,"85 Eastmoor Ave, Daly City, CA 94015",,,,,,,,,,,,,,,,-,-,5784624,,,,Daly City,,,,,,122,,0.011602
70,San Mateo,Terrace View Apartments,006312920,,False,,"95 Eastmoor Ave, Daly City, CA 94015",,,,,,,,,,,,,,,,-,-,2590596,,,,Daly City,,,,,,122,,0.011602
71,San Mateo,SoFi Redwood Park Apartments,52082450,,False,,1212 WHIPPLE AVE REDWOOD CITY CA 94062-1556,,,,,,,,,,,,,,,,-,-,25240000,,,,Redwood City,,,,,,112,112,0.010941
72,San Francisco,Waterbend Apartments,5431A041,,False,5431A041,"5880 3rd St, San Francisco, CA 94124",San Francisco,94124,,,,,,,,,,,,,,45457831,28056004,73513835,,,0,San Francisco,,,,,,136,136,0.012
73,Los Angeles,1540 W Court Apartments,5159020026,5159020011-015,False,5159-020-026,1540 W COURT ST,LOS ANGELES CA,90026-5510,"1540 W Court St, Los Angeles, CA 90026",1540 W Court Apartments,,parcel_in_transition,(pending),Residential,,,,,,,2025,2400000,350000,2750000,2024,2024,0,67,LOS ANGELES,34.06620778,-118.26124941,GLASSELL'S SUB OF LOT # 7 ETC BLOCK 39 HANCOCK SURVEY # 1 LOT 11 THRU 15 BLK G,Legacy AIN 5159020011-015 consolidated to 5159020026,189,148,0.0118738
73,Los Angeles,1540 W Court Apartments,5159020010,,False,5159-020-010,1526 W COURT ST LOS ANGELES CA 90026,LOS ANGELES CA,90026-5510,"1540 W Court St, Los Angeles, CA 90026",1540 W Court Apartments,,manual_verified_multi,Single,Residential,,,,,,,2025,133729,45953,179682,2003,2003,0,67,LOS ANGELES,34.06613047,-118.26116567,GLASSELL'S SUB OF LOT # 7 ETC BLOCK 39 HANCOCK SURVEY # 1 LOT   10 BLK    G,Multi-parcel (7),189,148,0.0118738
73,Los Angeles,1540 W Court Apartments,5159020009,,False,5159-020-009,1520 W COURT ST LOS ANGELES CA 90026,LOS ANGELES CA,90026-5510,"1540 W Court St, Los Angeles, CA 90026",1540 W Court Apartments,,manual_verified_multi,Single,Residential,,,,,,,2025,90595,118474,209069,2005,2005,0,67,LOS ANGELES,34.06604793,-118.26108758,GLASSELL'S SUB OF LOT # 7 ETC BLOCK 39 HANCOCK SURVEY # 1 LOT    9 BLK    G,Multi-parcel (7),189,148,0.0118738
74,San Diego,Sol Haus Apartments,5484004400,,False,,5040.0 LOGAN AVE SAN DIEGO CA 92113-3014,,,,,,,,,,,,,,,,-,-,2804259,,,,San Diego,,,,,,147,145,0.0125114
75,San Diego,Palmilla Apartments,4635902700,,False,,5474.0 RESERVOIR DR 1-36 SAN DIEGO CA 92120-5145,,,,,,,,,,,,,,,,-,-,30350548,,,,San Diego,,,,,,203,203,0.0125114
76,Los Angeles,1451 W. MLK Boulevard Apartments,5036031006,,False,5036-031-006,1451 W MARTIN LUTHER KING JR BLVD LOS ANGELES CA 90062,LOS ANGELES CA,90062-1224,"1451 W. MLK Blvd, Los Angeles, CA",1451 W. MLK Boulevard Apartments,,manual_verified,"Restaurants, Cocktail Lounges",Commercial,2110,1948,0,0,0,1032,2025,1564113,5412,1569525,2021,2021,0,210,LOS ANGELES,34.01108187,-118.30202644,DALTON AVENUE SQUARE LOT 34 AND EX OF ST LOT   35,,50,49,0.0118738
77,Los Angeles,11630 S. Main Street Apartments,6083010040,6083010038,False,6083-010-040,,,,"11630 Main St, Los Angeles, CA 90061",11630 S. Main Street Apartments,,parcel_in_transition,(pending),,,,,,,,,,,0,,,,6654,LOS ANGELES,33.92890665,-118.27353883,,Legacy AIN 6083010038 consolidated to 6083010040,84,17,0.0118738
78,Contra Costa,Bella Vista at Hilltop Apartments,4054900073,,False,,3400.0 RICHMOND PKWY RICHMOND CA 94806-5207,,,,,,,,,,,,,,,,-,-,222047798,,,,Richmond,,,,,,1008,1008,0.014192
79,Los Angeles,10811 S. Compton Ave Apartments,6070003041,6070003038,False,6070-003-041,10811 COMPTON AVE,LOS ANGELES CA,90059-1143,"10811 S. Compton Avenue, Los Angeles, CA",10811 S. Compton Ave Apartments,,parcel_in_transition,Multi-Family Residence,Residential,,,,,,,2025,477543,212241,689784,2022,2022,0,6650,LOS ANGELES,33.93740358,-118.24659786,,Legacy AIN 6070003038 consolidated to 6070003041,29,28,0.0118738
80,Los Angeles,4101 Somerset Dr. Apartments,5032015003,,False,5032-015-003,4101 SOMERSET DR LOS ANGELES CA 90008,LOS ANGELES CA,90008-3401,"4101 Somerset Drive, Los Angeles, CA",4101 Somerset Dr. Apartments,,manual_verified,Five or more apartments,Residential,500,2023,36,27,48,0,2025,1584354,1867518,3451872,2021,2023,0,501,LOS ANGELES,34.01158755,-118.34157213,TRACT # 14989 LOT    1,,36,35,0.0118738
81,Los Angeles,321 E. Florence Apartments,6011008052,,False,6011-008-052,325 E FLORENCE AVE LOS ANGELES CA 90003,LOS ANGELES CA,90003-2259,"321 E. Florence Ave, Los Angeles, CA",321 E. Florence Apartments,,manual_verified,Five or more apartments,Residential,555,2023,31,28,31,18794,2025,635844,5325057,5960901,2019,2023,0,6659,LOS ANGELES,33.97496923,-118.26870178,TR=2395 EX OF ST LOTS 29 AND 30 BLK 3,,31,30,0.0118738
82,Los Angeles,9300 Compton Ave. Apartments,6048022067,,False,6048-022-067,9300 COMPTON AVE XX LOS ANGELES CA 90002,LOS ANGELES CA,90002-2324,"9300 Compton Ave., Los Angeles, CA",9300 Compton Ave. Apartments,,manual_verified,Single,Residential,010V,,,,,,2025,595337,0,595337,2021,2021,0,460,LOS ANGELES,33.95230524,-118.24563049,BOSSHARD TRACT 1/2 VAC ALLEY ADJ ON E AND (EX OF ST) LOT 34,,20,19,0.0118738
83,Los Angeles,6401 S. Avalon Blvd. Apartments,6006018001,,False,6006-018-001,6401 AVALON BLVD LOS ANGELES CA 90003,LOS ANGELES CA,90003-1607,"6401 S. Avalon Blvd., Los Angeles, CA",6401 S. Avalon Blvd. Apartments,,manual_verified,Commercial,Commercial,100V,,,,,,2025,426520,0,426520,2020,2020,0,6659,LOS ANGELES,33.98138241,-118.26552017,THE MCCARTHY COMPANY'S GREATER LOS ANGELES TRACT LOT    1 BLK    9,,28,27,0.0118738
84,Los Angeles,9515 Compton Ave. Apartments,6048004025,,False,6048-004-025,9515 COMPTON AVE LOS ANGELES CA 90002,LOS ANGELES CA,90002-2330,"9515 Compton Avenue, Los Angeles, CA",9515 Compton Ave. Apartments,,manual_verified,Five or more apartments,Residential,500,,,,,,2025,655092,697301,1352393,2020,2021,0,460,LOS ANGELES,33.95022837,-118.24653208,F1RTHS BLVD TR S 5O FT OF LOT   56,,21,20,0.0118738
85,Los Angeles,569 W. 6th Street Apartments,7451037031,,False,7451-037-031,575 W 6TH ST SAN PEDRO CA 90731,SAN PEDRO CA,90731-2521,"569 W. 6th Street, San Pedro, CA",569 W. 6th Street Apartments,,manual_verified,Professional Buildings,Commercial,1900,1919,1,1,1,472,2025,1363864,0,1363864,2021,2021,0,13245,LOS ANGELES,33.73850743,-118.28948148,ARCADIA PARK TRACT LOTS 22 AND 23 BLK 7,,48,47,0.0118738
86,Los Angeles,685 W. 4th St Apartments,7451026002,,False,7451-026-002,685 W 4TH ST LOS ANGELES CA 90731,LOS ANGELES CA,90731-2515,"685 W. 4th St., Los Angeles, CA",685 W. 4th St Apartments,,manual_verified,Five or more apartments,Residential,500,2024,28,28,28,9918,2025,595337,2407000,3002337,2021,2025,0,13245,LOS ANGELES,33.74032988,-118.29200537,ARCADIA PARK TRACT LOT    2 BLK   10,,28,27,0.0118738
87,Los Angeles,Chadwick Apartments,5501013028,,False,5501-013-028,209 S WESTMORELAND AVE LOS ANGELES CA 90004,LOS ANGELES CA,90004-6109,"209 Westmoreland Ave, Los Angeles, CA 90004",Chadwick Apartments,,manual_verified,Five or more apartments,Residential,501,1968,0,0,0,24900,2025,64541298,64541298,129082596,2010,2010,0,67,LOS ANGELES,34.07069507,-118.28843033,"LOT (EX OF ST) COM AT SW COR OF LOT 110 FOREST PARK SUB NO 1 TH S 89¢49' W 233.68 FT TH S 0¢18' E 524.7 FT TH N 86¢29'35"" W 180.42 FT TH N 0¢18' W 432.77 FT TH S 89¢52'15"" W TO NE LINE OF JUANITA AVE TH NW THEREON 61.7 FT TH N 89¢36'30"" E 45.9 FT TH N 0¢22'50"" W 380.07 FT TH N 89¢03'10"" E TO W LINE OF SD TR TH S THEREON 369.85 FT TO BEG PART OF NW 1/4 OF SEC   19 T   1S R 13W",,687,687,0.0118738
88,Los Angeles,Chatsworth Apartments,2695003030,2695003001,False,2695-003-030,,LOS ANGELES CA,91344-5727,"17188 Chatsworth St., Los Angeles, CA",Chatsworth Apartments,,parcel_in_transition,(pending),Residential,100,1958,1,2,1,756,2025,600000,250000,850000,2025,2025,0,16,LOS ANGELES,34.2644934,-118.50847655,TR=10126 LOTS 13 AND 14,Legacy AIN 2695003001 consolidated to 2695003030,69,68,0.0118738
90,Los Angeles,Pacific Trails Apartments,8630009026,,False,8630-009-026,18615 E ARROW HWY AZUSA CA 91722,AZUSA CA,91722-1828,"18615 E Arrow Hwy, Covina, CA 91722",Pacific Trails Apartments,,manual_verified,Five or more apartments,Residential,501,1977,82,0,0,57438,2025,14501745,7362423,21864168,2019,2019,0,3122,AZUSA,34.10774298,-117.88763744,*E 231 FT OF W 907.02 FT OF S 1/2 OF SW 1/4 OF SW 1/4 (EX OF ST) OF SEC    1 T   1S R 10W,,84,84,0.01175703
91,Los Angeles,Huston Affordable Housing Apartments,2421011010,,False,2421-011-010,10910 HUSTON ST LOS ANGELES CA 91601,LOS ANGELES CA,91601-4618,"10910 Huston St, North Hollywood, CA 91601",Huston Affordable Housing Apartments,,manual_verified,Single,Residential,100,1929,1,2,1,1184,2025,1265310,152490,1417800,2024,2024,0,13,LOS ANGELES,34.15965567,-118.36844507,TRACT NO 6O88 LOT   11,,38,37,0.0118738
92,Los Angeles,The Parker Apartments,8576001024,,False,8576-001-024,4608 ARDEN WAY EL MONTE CA 91731,EL MONTE CA,91731-1287,"4640 Arden Way, El Monte, CA 91731",The Parker Apartments,,manual_verified,Five or more apartments,Residential,500,1963,63,0,0,38670,2025,13832435,31171373,45003808,2019,2019,0,3622,EL MONTE,34.08987818,-118.04105385,RANCHO SAN FRANCISQUITO 4.25 MORE OR LESS ACS COM AT MOST W COR OF LOT 55 TRACT NO 20457 TH NE ON NW LINE OF SD TR TO S LINE OF MULHALL ST TH W THEREON AND SW ON SE LINE OF ARDEN WAY TO NW PROLONGATION OF SW LINE OF SD TR TH SE THEREON TO NE LINE OF EMERY ST TH SE AND FOLLOWING SD EMERY ST TO BEG,,177,177,0.01323192
93,Napa,Canyon Ridge at Napa Junction Apartments,59020050000,,False,,800.0 RELIANT WAY AMERICAN CANYON CA 94503-3242,,,,,,,,,,,,,,,,-,-,46693244,,,,American Canyon,,,,,,148,148,0.010944
94,San Diego,Canyon Villa Apartment Homes,6390806100,,False,,601.0 TELEGRAPH CANYON RD CHULA VISTA CA 91910-6561,,,,,,,,,,,,,,,,-,-,51548563,,,,Chula Vista,,,,,,183,183,0.0118748
97,Los Angeles,Azusa Gardens Apartments,8608030071,,False,8608-030-071,601 E 8TH ST AZUSA CA 91702,AZUSA CA,91702-2546,"601 E 8th St, Azusa, CA 91702",Azusa Gardens Apartments,,manual_verified,Five or more apartments,Residential,501,1987,112,99,99,96496,2025,1869289,11355514,13224803,1993,1993,0,8819,AZUSA,34.13601189,-117.90015303,PM 188-25-26     LOT 1,,112,112,0.0116448
98,Alameda,Camden Village Apartments,50115064010,,False,501-1506-40-10,38000.0 CAMDEN ST FREMONT CA 94536-5169,,,,,,,,,,,,,,,,22373253,52294567,73418537,,,0,Fremont,,,,,,192,192,0.011741
99,Los Angeles,Passo Barrington Apartments,4262018026,,False,4262-018-026,1734 S BARRINGTON AVE LOS ANGELES CA 90025,LOS ANGELES CA,90025-4010,"1734 S. Barrington Ave., Los Angeles, CA, 90025",Passo Barrington Apartments,,manual_verified,Three Units (Any Combination),Residential,300,1950,3,6,3,2393,2025,1500000,725000,2225000,2025,2025,0,67,LOS ANGELES,34.04060906,-118.45291067,LINDSEY ADDITION SE 50 FT OF NW 73 FT OF SW 147.5 FT OF LOT    4 BLK   15,,53,53,0.0118738
100,Los Angeles,Passo Centinela I Apartments,4231018020,,False,4231-018-020,4129 S CENTINELA AVE LOS ANGELES CA 90066,LOS ANGELES CA,90066-4908,"4129 Centinela Avenue, Los Angeles, CA 90066",Passo Centinela I Apartments,,manual_verified,Stores,Commercial,1100,1949,0,0,0,600,2025,1630000,0,1630000,2025,2025,0,67,LOS ANGELES,33.99620301,-118.42798374,TRACT # 7358 LOTS 99 AND LOT  100,,72,71,0.0118738
101,Los Angeles,Passo Centinela II Apartments,4221007056,,False,4221-007-056,4706 S CENTINELA AVE LOS ANGELES CA 90066,LOS ANGELES CA,90066-6818,"4706 Centinela Avenue, Los Angeles, CA 90066",Passo Centinela II Apartments,,manual_verified,Five or more apartments,Residential,500,,,,,,2025,2190000,0,2190000,2025,2025,0,67,LOS ANGELES,33.99036746,-118.41963894,"TR=7428 LOTS 171,172 AND EX OF ALLEY LOT 173",,73,72,0.0118738
102,Los Angeles,Passo Stoner Apartments,4262016011,,False,4262-016-011,1747 STONER AVE LOS ANGELES CA 90025,LOS ANGELES CA,90025-1812,"1747 Stoner Avenue, Los Angeles, CA 90025",Passo Stoner Apartments,,manual_verified,Three Units (Any Combination),Residential,300,1927,1,0,0,987,2025,1745000,100000,1845000,2025,2025,0,67,LOS ANGELES,34.0394714,-118.45421535,TRACT # 6180 LOT   11,,53,52,0.0118738
103,Los Angeles,4th Street Apartments,5183012030,,False,5183-012-030,2025 E 4TH ST LOS ANGELES CA 90033,LOS ANGELES CA,90033-4364,"2025 E. 4th Street, Los Angeles, CA",4th Street Apartments,,manual_verified,Five or more apartments,Residential,500,1912,24,24,24,11556,2025,2772309,1393721,4166030,2023,2023,0,4,LOS ANGELES,34.04272247,-118.21570786,WORKMAN PARK TRACT LOT 11 AND SE 3 FT OF LOT   12 BLK    E,,25,25,0.0118738
104,Los Angeles,Alexandria I Apartments,5518008009,,False,5518-008-009,247 S ALEXANDRIA AVE LOS ANGELES CA 90004,LOS ANGELES CA,90004-5549,"247 S. Alexandria Avenue, Los Angeles, CA",Alexandria I Apartments,,manual_verified,Five or more apartments,Residential,500,1925,27,6,27,15789,2025,3183624,1273449,4457073,2022,2022,0,8830,LOS ANGELES,34.06978684,-118.29825809,KINGSBORO LOT   38,,27,27,0.0118738
105,Los Angeles,Ashby Apartments,5093017031,,False,5093-017-031,808 S HOBART BLVD LOS ANGELES CA 90005,LOS ANGELES CA,90005-2777,"808 S. Hobart Boulevard, Los Angeles, CA",Ashby Apartments,,manual_verified,Five or more apartments,Residential,055G,1930,49,10,49,36925,2025,4784000,3200000,7984000,2021,2021,0,6657,LOS ANGELES,34.05741521,-118.30495473,POR OF N 1/2 OF SEC 25 T 15 R 14W AND LOT 203 TR=2189,,49,49,0.0118738
106,Los Angeles,Catalina Apartments,5502011009,,False,5502-011-009,454 S CATALINA ST LOS ANGELES CA 90020,LOS ANGELES CA,90020-2476,"454 S. Catalina Street, Los Angeles, CA",Catalina Apartments,,manual_verified,Five or more apartments,Residential,500,1928,48,8,48,26160,2025,5243616,2247264,7490880,2023,2023,0,67,LOS ANGELES,34.06576573,-118.29502955,SCHMIDT HEIGHTS TRACT LOT   42,,48,48,0.0118738
107,Los Angeles,Edgemont Apartments,5518013007,,False,5518-013-007,103 S EDGEMONT ST LOS ANGELES CA 90004,LOS ANGELES CA,90004-5551,"103 S. Edgemont Street, Los Angeles, CA 90004",Edgemont Apartments,,manual_verified,Five or more apartments,Residential,500,1930,40,17,43,28769,2025,7282800,3391704,10674504,2023,2023,0,8830,LOS ANGELES,34.07249877,-118.29773261,TRACT # 4193 LOTS 43 AND LOT   44,,43,43,0.0118738
108,Los Angeles,Gramercy Apartments,5081032007,,False,5081-032-007,974 S GRAMERCY PL LOS ANGELES CA 90019,LOS ANGELES CA,90019-2169,"974 S. Gramercy Place, Los Angeles, CA",Gramercy Apartments,,manual_verified,Five or more apartments,Residential,500,1928,38,8,38,23063,2025,4244832,2971382,7216214,2022,2022,0,67,LOS ANGELES,34.05337149,-118.31289247,TRACT # 1600 LOT   72,,38,38,0.0118738
109,Los Angeles,Irolo Apartments,5094021028,,False,5094-021-028,932 IROLO ST LOS ANGELES CA 90006,LOS ANGELES CA,90006-1371,"832 Irolo Street, Los Angeles, CA",Irolo Apartments,,manual_verified,Five or more apartments,Residential,500,1927,32,8,32,18400,2025,4874458,2321170,7195628,2017,2017,0,6657,LOS ANGELES,34.05477834,-118.30056061,WILSHIRE HARVARD HEIGHTS LOT  366,,32,32,0.0118738
110,Los Angeles,Kenmore I Apartments,5094023030,,False,5094-023-030,941 S KENMORE AVE LOS ANGELES CA 90006,LOS ANGELES CA,90006-1558,"941 S. Kenmore Avenue, Los Angeles, CA",Kenmore I Apartments,,manual_verified,Five or more apartments,Residential,500,1923,24,0,24,13800,2025,2881908,1456560,4338468,2023,2023,0,6657,LOS ANGELES,34.05465623,-118.29683122,WEST NINTH STREET HEIGHTS LOT   63,,42,42,0.0118738
111,Los Angeles,Manhattan III Apartments,5503015016,,False,5503-015-016,426 S MANHATTAN PL LOS ANGELES CA 90020,LOS ANGELES CA,90020-4140,"426 S. Manhattan Place, Los Angeles, CA",Manhattan III Apartments,,manual_verified,Five or more apartments,Residential,500,1928,40,0,41,24120,2025,4828496,2069355,6897851,2022,2022,0,6657,LOS ANGELES,34.06631529,-118.3099889,WESTMINISTER SQUARE EX OF ALLEY LOT   90,,40,40,0.0118738
112,Los Angeles,Mariposa II Apartments,5518008014,,False,5518-008-014,260 S MARIPOSA AVE LOS ANGELES CA 90004,LOS ANGELES CA,90004-5470,"260 S. Mariposa Avenue, Los Angeles, CA",Mariposa II Apartments,,manual_verified,Five or more apartments,Residential,500,1927,40,18,40,21640,2025,5412160,2976688,8388848,2021,2021,0,8830,LOS ANGELES,34.06944146,-118.2987431,TRACT # 200 N 25 FT OF LOT 44 AND S 25 FT OF LOT   45,,40,40,0.0118738
113,Los Angeles,Normandie Apartments,5094004004,,False,5094-004-004,739 S NORMANDIE AVE LOS ANGELES CA 90005,LOS ANGELES CA,90005-2270,"739 S. Normandie Avenue, Los Angeles, CA",Normandie Apartments,,manual_verified,Five or more apartments,Residential,500,1927,32,8,32,22394,2025,3329280,1664640,4993920,2023,2023,0,6657,LOS ANGELES,34.05857098,-118.30014212,TRACT # 7502 LOT   38,,32,32,0.0118738
114,Los Angeles,Norton Apartments,5081006014,,False,5081-006-014,1111 S NORTON AVE LOS ANGELES CA 90019,LOS ANGELES CA,90019-3363,"1111 S. Norton Avenue, Los Angeles, CA 90019",Norton Apartments,,manual_verified,Five or more apartments,Residential,500,1928,20,2,20,10209,2025,2184840,936360,3121200,2023,2023,0,67,LOS ANGELES,34.05126573,-118.3223903,BOULEVARD HEIGHTS LOT COM AT MOST E COR OF LOT 31 BLK 17 TH S 22¢54' W 50 FT TH NW 149.58 FT TO A LINE PARALLEL WITH AND DIST SE AT R/A 50 FT FROM NW LINE OF SD LOT TH N 24¢02' E 44.43 FT TH SE 149.32 FT TO BEG PART OF LOTS 31 AND LOT   32 BLK   17,,20,20,0.0118738
115,Los Angeles,Oxford I Apartments,5080008006,,False,5080-008-006,975 S OXFORD AVE LOS ANGELES CA 90006,LOS ANGELES CA,90006-1167,"975-985 S. Oxford Avenue, Los Angeles, CA",Oxford I Apartments,,manual_verified_multi,Five or more apartments,Residential,500,1922,20,0,20,8068,2025,2652090,768831,3420921,2020,2020,0,6657,LOS ANGELES,34.05339008,-118.30777259,"TRACT # 4867 LOT COM AT NE COR OF LOT 12 TH S 0¢06' E 55.19 FT TH S 89¢43' W 123 FT TH N 0¢06' W TO N LINE OF LOT 10 TH N 89¢43' E 123 FT TO BEG PART OF LOTS 10,11 AND LOT   12",Multi-parcel (3),60,60,0.0118738
115,Los Angeles,Oxford I Apartments,5080008007,,False,5080-008-007,979 S OXFORD AVE LOS ANGELES CA 90006,LOS ANGELES CA,90006-1165,"975-985 S. Oxford Avenue, Los Angeles, CA",Oxford I Apartments,,manual_verified_multi,Five or more apartments,Residential,500,1920,20,0,20,8068,2025,2652090,883663,3535753,2020,2020,0,6657,LOS ANGELES,34.05324556,-118.30777207,TRACT # 4867 N 50 FT OF S 100 FT OF E 3 FT OF LOT 10 AND N 50 FT OF S 100 FT OF LOTS 11 AND LOT   12,Multi-parcel (3),60,60,0.0118738
115,Los Angeles,Oxford I Apartments,5080008008,,False,5080-008-008,985 S OXFORD AVE LOS ANGELES CA 90006,LOS ANGELES CA,90006-1166,"975-985 S. Oxford Avenue, Los Angeles, CA",Oxford I Apartments,,manual_verified_multi,Five or more apartments,Residential,500,1922,20,0,20,8068,2025,2652090,884758,3536848,2020,2020,0,6657,LOS ANGELES,34.05310817,-118.30777157,TRACT # 4867 S 50 FT OF E 3 FT OF LOT 10 AND S 50 FT OF LOTS 11 AND LOT   12,Multi-parcel (3),60,60,0.0118738
116,Los Angeles,Oxford III Apartments,5080015003,,False,5080-015-003,960 S OXFORD AVE LOS ANGELES CA 90006,LOS ANGELES CA,90006-1164,"960 S. Oxford Avenue, Los Angeles, CA",Oxford III Apartments,,manual_verified,Five or more apartments,Residential,500,1923,73,0,73,48549,2025,9882605,4324315,14206920,2021,2021,0,6657,LOS ANGELES,34.05373902,-118.30709805,"LEWIS HEIGHTS LOTS 15,16 AND 17 AND LOT COM AT SW COR OF LOT 14 TH N 0¢06' W 12 FT TH N 89¢44' E 92.43 MORE OR LESS FT TH S 0¢02' E 12 FT TO S LINE OF SD LOT TH W THEREON 92.41 FT TO BEG PART OF LOT   14",,73,73,0.0118738
117,Los Angeles,Seven Lions Apartments,5518027010,,False,5518-027-010,3715 W 1ST ST LOS ANGELES CA 90004,LOS ANGELES CA,90004-5848,"3715 W. 1st Street, Los Angeles, CA",Seven Lions Apartments,,manual_verified,Five or more apartments,Residential,550,1926,55,20,55,40183,2025,2164864,9741889,11906753,2021,2021,0,8830,LOS ANGELES,34.07294031,-118.29380464,TRACT # 3247 S 40 FT OF LOT 95 AND ALL OF LOT   96,,55,55,0.0118738
118,Los Angeles,St. Andrews I Apartments,5504029006,,False,5504-029-006,515 S ST ANDREWS PL LOS ANGELES CA 90020,LOS ANGELES CA,90020-4470,"515 S. St. Andrews Place, Los Angeles, CA 90020",St. Andrews I Apartments,,manual_verified,Five or more apartments,Residential,501,1957,40,36,47,26031,2025,6494592,3517904,10012496,2021,2021,0,6657,LOS ANGELES,34.06483036,-118.31195492,"WESTMINSTER PLACE LOTS 7,8 AND LOT    9 BLK    C",,40,40,0.0118738
119,Los Angeles,St. Andrews II Apartments,5503017013,,False,5503-017-013,516 S ST ANDREWS PL LOS ANGELES CA 90020,LOS ANGELES CA,90020-4462,"516 S. St. Andrews Place, Los Angeles, CA 90020",St. Andrews II Apartments,,manual_verified,Five or more apartments,Residential,556,1928,59,59,59,39552,2025,748151,13461423,14209574,2022,2022,0,6657,LOS ANGELES,34.06483047,-118.31121175,WESTMINSTER PLACE LOT   13 BLK    B,,59,59,0.0118738
120,Sacramento,The Falls at Arden Apartments,28502100410000,,False,285-0210-041-0000,2345.0 NORTHROP AVE SACRAMENTO CA 95825-7571,,,,,,,,,,,,,,,,-,-,51313873,,,0,Sacramento,,,,,,272,272,0.011454
121,Los Angeles,Alexandria II Apartments,5518013024,,False,5518-013-024,130 S ALEXANDRIA AVE LOS ANGELES CA 90004,LOS ANGELES CA,90004-2791,"130 S. Alexandria Avenue, Los Angeles, CA",Alexandria II Apartments,,manual_verified,Five or more apartments,Residential,500,1990,30,60,60,41181,2025,10054945,3687697,13742642,2022,2022,0,8830,LOS ANGELES,34.07169687,-118.29809817,TR=68920 LOT 1,,30,30,0.0118738
122,Los Angeles,Fedora Apartments,5094017020,,False,5094-017-020,861 FEDORA ST LOS ANGELES CA 90005,LOS ANGELES CA,90005-2162,"861 Fedora Street, Los Angeles, CA",Fedora Apartments,,manual_verified,Five or more apartments,Residential,500,1930,39,3,39,24045,2025,7428456,2281597,9710053,2022,2022,0,6657,LOS ANGELES,34.05611472,-118.29793663,TRACT # 2140 S 40 FT EX OF ST OF LOT 59 AND EX OF ST LOT   60,,39,39,0.0118738
123,Los Angeles,Kenmore II Apartments,5518020021,,False,5518-020-021,200 S KENMORE AVE LOS ANGELES CA 90004,LOS ANGELES CA,90004-5650,"200 S. Kenmore Avenue, Los Angeles, CA",Kenmore II Apartments,,manual_verified,Five or more apartments,Residential,500,1926,48,7,48,22400,2025,6765201,2435472,9200673,2021,2021,0,8830,LOS ANGELES,34.07114645,-118.29626698,TRACT # 4678 LOT COM AT NW COR OF LOT 13 TH S ON W LINE OF SD LOT 56.92 FT TH E TO E LINE OF SD LOT TH N THEREON 55.64 FT TH S 89¢47' W 142.31 FT TO BEG PART OF LOT   13,,48,48,0.0118738
