project_id,agency,property_name,entity,city,county,resolution,meeting_date,item_type,minutes_status,authorization_status,superseded_by,manual_status,scc_filed,scc_number,scc_issue_date,agenda_url,staff_report_url,minutes_url,investor_1,investor_2,nonprofit_partner,total_units,restricted_units,rent_restricted_pct,term_years,city_cut,grant_description,address,estimated_closing,new_build,built,acquisition_price_m,acquisition_date,link,leasing_link,row_source,field_overrides
183,CMFA,4256 Whittier Blvd Apartments,"SIOF 4252 Whittier Blvd, LP",Los Angeles,Los Angeles,26-041,2026-01-30,authorize,approved,operative,,dead,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-30-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-1-30-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-30-26.pdf,"SoLa Impact, LLC",,Housing on Merit,70,13,19% at 80% AMI,30,2500.0,"Grant up to $10,000 (Charitable Affordable Housing)","4256 Whittier Blvd Apartments, Los Angeles, CA",,,,,,,,generated,manual_status:collaborator-sheet; address:collaborator-sheet
184,CMFA,225 W 25th Apartments,"2 SIOF 225 E 25th St, LP",Los Angeles,Los Angeles,26-042,2026-01-30,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-30-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-1-30-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-30-26.pdf,"SoLa Impact, LLC",,Housing on Merit,30,6,20% at 80% AMI,30,2500.0,"Grant up to $10,000 (Charitable Affordable Housing)","225 W. 25th St, Los Angeles, CA",,YES,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
185,CMFA,9422 Firth Avenue Apartments,"6 SIOF 9416 FIRTH, LP",Los Angeles,Los Angeles,26-043,2026-01-30,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-30-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-1-30-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-30-26.pdf,"SoLa Impact, LLC",,Housing on Merit,39,8,21% at 80% AMI,30,2500.0,"Grant up to $10,000 (Charitable Affordable Housing)","9422 Firth Avenue, Los Angeles, CA",,YES,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
186,CMFA,4008 Martin Luther King Blvd Apartments,"SIOF 9 Properties, LP",Los Angeles,Los Angeles,26-044,2026-01-30,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-30-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-1-30-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-30-26.pdf,"SoLa Impact, LLC",,Housing on Merit,70,14,21% at 80% AMI,30,2500.0,"Grant up to $10,000 (Charitable Affordable Housing)","4008 Martin Luther King Boulevard, Los Angeles, CA",,YES,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
187,CMFA,Bentley Parke Apartments,"Post Bentley Parke, LP",Santa Ana,Orange,26-111,2026-02-20,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/02/1-CMFA-Agenda-02-20-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/02/CMFA-Staff-Report-2-20-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/02/2-CMFA-Minutes-02-20-26.pdf,Post Investment Group,,Foothill Affordable Housing Foundation,232,232,100% at 80% AMI,55,34800.0,"Grant up to $10,000 (Charitable Affordable Housing)","3200 W 5th St, Santa Ana, CA 92703",,,1987,,,,,generated,built:collaborator-sheet; address:collaborator-sheet
188,CMFA,Del Norte Place Apartments,"MG Del Norte Place Apartments, L.P.",El Cerrito,Contra Costa,,2026-01-30,preliminary_only,,preliminary,,dead,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-30-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-1-30-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-30-26.pdf,MG Properties,,"Pacific Housing, Inc.",135,27,20% at 80% AMI,55,4050.0,"Grant up to $10,000 (Charitable Affordable Housing)","11720 San Pablo Ave, El Cerrito, CA 94530",,,,,,,,generated,manual_status:collaborator-sheet; address:collaborator-sheet
189,CMFA,The Colonnade Apartments,Post Colonnade Apartments LP,San Jose,Santa Clara,,2026-01-30,preliminary_only,,preliminary,,dead,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-30-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-1-30-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-30-26.pdf,Post Investment Group,,Foothill Affordable Housing Foundation,221,221,100% at 80% AMI,55,33150.0,"Grant up to $10,000 (Charitable Affordable Housing)","201 S 4th St, San Jose, CA 95112",,NO,1987,,,,,generated,new_build:collaborator-sheet; built:collaborator-sheet; manual_status:collaborator-sheet; address:collaborator-sheet
190,CMFA,Highlands Point Apartments,St. Anton Highlands LP,San Ramon,Contra Costa,26-107,2026-02-20,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/02/1-CMFA-Agenda-02-20-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/02/CMFA-Staff-Report-2-20-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/02/2-CMFA-Minutes-02-20-26.pdf,"Anton DevCo, Inc.",,"Pacific Housing, Inc.",293,102,35% at 80% AMI,55,15300.0,"Grant up to $10,000 (Charitable Affordable Housing)","2311 Ivy Hill Way, San Ramon, CA 94582",,NO,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
191,CSCDA,Highland Gardens Apartments,"Crossings Property, LP",Mountain View,Santa Clara,,2026-01-22,authorize,approved,operative,,,,,,https://cscda.org/wp-content/uploads/2026/01/CSCDA-Agenda-1.22.26.pdf,https://cscda.org/wp-content/uploads/2026/01/CSCDA-Agenda-Packet-1.22.26.pdf,https://cscda.org/wp-content/uploads/2026/02/CSCDA-Agenda-Packet-2.5.26.pdf,Ethos Real Estate,,,196,79,40% at 80% AMI,,,"Grant of $5,000","234 Escuela Avenue, Mountain View, CA","February, 2026",,,,,,,generated,investor_1:collaborator-sheet; restricted_units:collaborator-sheet
192,CMFA,Heritage Village Anaheim Apartments,Standard Heritage Anaheim Owner LP,Anaheim,Orange,,2022-04-15,authorize,,operative,,,True,11145,2022-12-02,,,,Standard Property Company,,Housing on Merit,196,157,,,16850,"Loan / $100,000","707 W Santa Ana Street, Anaheim CA 92805",,,,,,,,collaborator-sheet,*:collaborator-sheet
193,CMFA,Heritage Park Escondido Apartments,STANDARD HERITAGE ESCONDIDO OWNER LP,Escondido,San Diego,,2022-04-15,authorize,,operative,,,True,11150,2022-12-02,,,,Standard Property Company,,Housing on Merit,196,157,,,15766,"Loan / $100,000","2549 E. Valley Parkway, Escondido, CA 92027",,,,,,,,collaborator-sheet,*:collaborator-sheet
194,CMFA,3751 Delmas Terrace Apartments,"3851 Delmas, LP",Los Angeles,Los Angeles,26-110,2026-02-20,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/02/1-CMFA-Agenda-02-20-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/02/CMFA-Staff-Report-2-20-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/02/2-CMFA-Minutes-02-20-26.pdf,Seachange Partners,,Foundation for Affordable Housing,37,36,100% at 80% AMI,55,5550.0,"Grant up to $10,000 (Charitable Affordable Housing)","3751 Delmas Terrace, Los Angeles, CA 90034",,YES,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
195,CMFA,1723 Corinth Apartments,"1723 Corinth, LP",Los Angeles,Los Angeles,26-109,2026-02-20,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/02/1-CMFA-Agenda-02-20-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/02/CMFA-Staff-Report-2-20-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/02/2-CMFA-Minutes-02-20-26.pdf,Seachange Partners,,Foundation for Affordable Housing,41,41,100% at 80% AMI,55,6300.0,"Grant up to $10,000 (Charitable Affordable Housing)","1723 Corinth Ave, Los Angeles, CA 90025",,YES,,,,,,generated,new_build:collaborator-sheet; total_units:collaborator-sheet; address:collaborator-sheet
196,CSCDA,The Dream Apartments,"Perseverance LAX Affordable, LP",Los Angeles,Los Angeles,,2026-03-05,authorize,approved,operative,,dead,,,,https://cscda.org/wp-content/uploads/2026/02/CSCDA-Agenda-3.5.26.pdf,https://cscda.org/wp-content/uploads/2026/03/CSCDA-Agenda-Packet-3.5.26.pdf,https://cscda.org/wp-content/uploads/2026/03/CSCDA-Agenda-Packet-3.19.26.pdf,Capital Insight Holdings,,Integrity Housing,572,514,90% at 80% AMI,,,"Grant of $5,000","9750 Airport Blvd, Westchester, CA 90045","March, 2026",,,,,,,generated,manual_status:collaborator-sheet; investor_1:collaborator-sheet; restricted_units:collaborator-sheet; address:collaborator-sheet
197,CMFA,12342 Osborne Place Apartments,N31GP LP,Los Angeles,Los Angeles,,2026-03-13,preliminary_only,,preliminary,,dead,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/03/1-CMFA-Agenda-03-13-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/03/3-13-26-CMFA-Staff-Reports.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/03/2-CMFA-Minutes-03-13-26-1.pdf,GHC Housing Partners,,Foundation for Affordable Housing,100,100,100% at 80% AMI,55,15000.0,"Grant up to $10,000 (Charitable Affordable Housing)","12342 Osborne Pl, Pacoima, CA 91331",,YES,,,,,,generated,new_build:collaborator-sheet; manual_status:collaborator-sheet; address:collaborator-sheet
198,CMFA,220 Humboldt Ct. Apartments,"TAP BFR ACQUISITIONS, LLC",Sunnyvale,Santa Clara,,2026-03-13,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/03/1-CMFA-Agenda-03-13-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/03/3-13-26-CMFA-Staff-Reports.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/03/2-CMFA-Minutes-03-13-26-1.pdf,"TruAmerica Multifamily, LLC",,Affordable Housing Access,264,264,100% at 80% AMI,55,39600.0,"Grant up to $10,000 (Charitable Affordable Housing)","220 Humboldt Ct. Sunnyvale, CA",,YES,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
199,CMFA,Baird Affordable Housing Apartments,6942 Baird LP,Los Angeles,Los Angeles,26-135,2026-03-13,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/03/1-CMFA-Agenda-03-13-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/03/3-13-26-CMFA-Staff-Reports.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/03/2-CMFA-Minutes-03-13-26-1.pdf,"Angeleno Investments, LP",,Las Palmas Housing & Development Corporation,38,37,100% at 80% AMI,30,5500,"Grant up to $10,000 (Charitable Affordable Housing)","6840 Baird Ave, Los Angeles, CA 91335",,,,,,,,generated,city_cut:collaborator-sheet; address:manual-repo-edit
200,CMFA,1408 Jefferson Apartments,AH 1408 Jefferson LP,Los Angeles,Los Angeles,Application,2026-03-13,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/03/1-CMFA-Agenda-03-13-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/03/3-13-26-CMFA-Staff-Reports.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/03/2-CMFA-Minutes-03-13-26-1.pdf,Orion Capital LLC,,Foundation for Affordable Housing,70,70,100% at 80% AMI,55,10500.0,"Grant up to $10,000 (Charitable Affordable Housing)","1408 W Jefferson Blvd, Los Angeles, CA 90007",,,,,,,,generated,resolution:collaborator-sheet; address:collaborator-sheet
201,CMFA,Villa Del Sol Senior Apartments,"RFC VDS L.P., FSA VDS L.P., CEDAR BATTLES L.P. and CEDAR VALLEY L.P.",Santa Maria,Santa Barbara,26-154,2026-03-27,authorize,approved,operative,,dead,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/03/1-CMFA-Agenda-03-27-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/03/Staff-Reports-3-27-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/03/2-CMFA-Minutes-03-27-26.pdf,"MKCR Capital, LLC",,Foundation for Affordable Housing,197,80,100% at 80% AMI,55,29550.0,"Grant up to $10,000 (Charitable Affordable Housing)","1311 W Battles Rd, Santa Maria, CA 93458",,,,,,,,generated,manual_status:collaborator-sheet; address:collaborator-sheet
202,CMFA,La Posada Apartments,"La Posada Preservation, L.P.",Santa Cruz,Santa Cruz,26-392,2026-06-26,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/06/1-CMFA-Agenda-06-26-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/06/CMFA-Staff-Reports-6-26-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/06/2-CMFA-Minutes-06-26-26.pdf,Jonathan Rose Companies,,"Pacific Housing, Inc.",150,150,100% at 80% AMI,55,22500.0,"Grant up to $10,000 (Charitable Affordable Housing)","609 Frederick St, Santa Cruz, CA 95062",,NO,1980,,,,,generated,new_build:collaborator-sheet; built:collaborator-sheet; address:collaborator-sheet
203,CMFA,Bent Tree Apartments,"PR TIG BENT TREE, LP",Unincorporated,Sacramento,26-225,2026-05-08,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/05/1-CMFA-Agenda-05-08-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/05/Staff-Reports-5-8-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/05/CMFA-Minutes-05-08-26.pdf,Tailwind Investment Group,,Housing on Merit,208,208,100% at 80% AMI,55,31200,"Grant up to $10,000 (Charitable Affordable Housing)","4350 Galbrath Dr, Sacramento, CA 95842",,,,,,,,generated,city:collaborator-sheet; address:collaborator-sheet; city_cut:collaborator-sheet
204,CMFA,Hazelhurst Affordable Housing Apartments,6144 Hazelhurst LP,Los Angeles,Los Angeles,26-226,2026-05-08,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/05/1-CMFA-Agenda-05-08-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/05/Staff-Reports-5-8-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/05/CMFA-Minutes-05-08-26.pdf,"Angeleno Investments, LP",,Las Palmas Housing & Development Corporation,49,49,100% at 80% AMI,30,7350.0,"Grant up to $10,000 (Charitable Affordable Housing)","6144 Hazelhurst Place, North Hollywood, CA 91606",,YES,,,,,,generated,new_build:collaborator-sheet; total_units:collaborator-sheet; address:manual-repo-edit
205,CSCDA,Del Norte Place Apartments,MG Del Norte Place Apartments LP.,El Cerrito,Contra Costa,,2026-05-07,authorize,approved,operative,,stale,,,,https://cscda.org/wp-content/uploads/2026/05/CSCDA-Agenda-5.7.26.pdf,https://cscda.org/wp-content/uploads/2026/05/CSCDA-Agenda-Packet-5.7.26.pdf,https://cscda.org/wp-content/uploads/2026/05/CSCDA-Agenda-Packet-5.21.26.pdf,MG Properties,,Pacific Housing Inc,135,54,40% at 80% AMI,,,"Grant of $5,000","11720 San Pablo Avenue, El Cerrito, CA","June, 2026",,,,,,,generated,manual_status:collaborator-sheet; investor_1:collaborator-sheet; nonprofit_partner:collaborator-sheet; restricted_units:collaborator-sheet
206,CMFA,Elan River Village Apartments,"River Village 1845, LP",Escondido,Los Angeles,26-227,2026-05-08,authorize,approved,operative,,dead,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/05/1-CMFA-Agenda-05-08-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/05/Staff-Reports-5-8-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/05/CMFA-Minutes-05-08-26.pdf,"KDF Communities, LLC",,"Affordable Housing Access, Inc.",123,123,100% at 80% AMI,55,18450.0,"Grant up to $10,000 (Charitable Affordable Housing)","1845 N Broadway, Escondido, CA 92026",,,,,,,,generated,manual_status:collaborator-sheet; county:collaborator-sheet; address:collaborator-sheet
207,CSCDA,Cullen Living Apartments,Cullen Living LLC,Los Angeles,Los Angeles,,2026-04-02,authorize,approved,operative,,dead,,,,https://cscda.org/wp-content/uploads/2026/03/CSCDA-Agenda-4.2.26.pdf,https://cscda.org/wp-content/uploads/2026/03/CSCDA-Agenda-Packet-4.2.26.pdf,https://cscda.org/wp-content/uploads/2026/04/CSCDA-Agenda-Packet-4.16.26.pdf,Jenson Capital Group,,Integrity Housing,70,56,80% at 80% AMI,,,"Grant of $5,000","2625 Cullen Street, Los Angeles, CA","April, 2026",,,,,,,generated,manual_status:collaborator-sheet; investor_1:collaborator-sheet; restricted_units:collaborator-sheet
208,CSCDA,Sawtelle 2481 Apartments,Sawtelle 2481 LLC,Los Angeles,Los Angeles,,2026-04-02,authorize,,operative,,dead,,,,https://cscda.org/wp-content/uploads/2026/03/CSCDA-Agenda-4.2.26.pdf,https://cscda.org/wp-content/uploads/2026/03/CSCDA-Agenda-Packet-4.2.26.pdf,https://cscda.org/wp-content/uploads/2026/04/CSCDA-Agenda-Packet-4.16.26.pdf,Jenson Capital Group,,Integrity Housing,42,34,80% at 80% AMI,,,"Grant of $5,000","2481 Sawtelle Blvd, Los Angeles, CA 90064","April, 2026",,,,,,,generated,manual_status:collaborator-sheet; investor_1:collaborator-sheet; restricted_units:collaborator-sheet; address:collaborator-sheet
209,CMFA,Bluwater Crossing Apartments,"6801 Embarcadero Lane, LP, a California limited partnership",Carlsbad,San Diego,26-301,2026-05-29,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/05/1-CMFA-Agenda-05-29-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/05/CMFA-Staff-Reports-5-29-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/05/2-CMFA-Minutes-05-29-26.pdf,Red Stone Equity Partners,,San Diego Interfaith Housing Foundation,12,12,100% at 80% AMI,15,2500.0,"Grant up to $10,000 (Charitable Affordable Housing)","6790 Embarcadero Ln, Carlsbad, CA 92011",,,,,,,,generated,investor_1:collaborator-sheet; address:collaborator-sheet; term_years:collaborator-sheet
210,CMFA,California Place Apartments,"PR TIG Cal Place, LP",Sacramento,Sacramento,26-302,2026-05-29,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/05/1-CMFA-Agenda-05-29-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/05/CMFA-Staff-Reports-5-29-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/05/2-CMFA-Minutes-05-29-26.pdf,Tailwind Investment Group,,Housing on Merit,211,211,100% at 80% AMI,10,,"Grant up to $10,000 (Charitable Affordable Housing)",6633 Valley Hi,,,,,,,,generated,term_years:collaborator-sheet
211,CSCDA,Haven Warner Center,"Haven, LP",Los Angeles,Los Angeles,,2026-07-16,authorize,approved,operative,,,,,,https://cscda.org/wp-content/uploads/2026/07/CSCDA-Agenda-7.16.26-1.pdf,https://cscda.org/wp-content/uploads/2026/07/CSCDA-Agenda-Packet-7.16.26.pdf,https://cscda.org/wp-content/uploads/2026/08/CSCDA-Agenda-Packet-8.6.26.pdf,LA Apartments,,Central Valley Coalition for Affordable Housing,205,82,40% at 80% AMI,10,,"Grant of $5,000","6530 Independence Ave, Canoga Park, CA 91303","August, 2026",,,,,,,generated,investor_1:collaborator-sheet; nonprofit_partner:collaborator-sheet; restricted_units:collaborator-sheet; address:collaborator-sheet
212,CSCDA,The Arlo,"The Arlo, LP",Los Angeles,Los Angeles,,2026-07-16,authorize,approved,operative,,,,,,https://cscda.org/wp-content/uploads/2026/07/CSCDA-Agenda-7.16.26-1.pdf,https://cscda.org/wp-content/uploads/2026/07/CSCDA-Agenda-Packet-7.16.26.pdf,https://cscda.org/wp-content/uploads/2026/08/CSCDA-Agenda-Packet-8.6.26.pdf,KBX Investments,,Central Valley Coalition for Affordable Housing,100,50,50% at 80% AMI,20,,"Grant of $5,000","2075 West Jefferson Blvd., Los Angeles","August, 2026",YES,,,,,,generated,new_build:collaborator-sheet; investor_1:collaborator-sheet; nonprofit_partner:collaborator-sheet; restricted_units:collaborator-sheet
213,CSCDA,Sierra Village,"Sierra Village Owner, LP",Unincorporated,Sacramento,,2026-07-16,authorize,approved,operative,,,,,,https://cscda.org/wp-content/uploads/2026/07/CSCDA-Agenda-7.16.26-1.pdf,https://cscda.org/wp-content/uploads/2026/07/CSCDA-Agenda-Packet-7.16.26.pdf,https://cscda.org/wp-content/uploads/2026/08/CSCDA-Agenda-Packet-8.6.26.pdf,TriWest Development,,Foundation for Affordable Housing,185,74,40% at 80% AMI,10,,"Grant of $5,000","5416 Jackson Street, North Highlands","September, 2026",,,,,,,generated,city:collaborator-sheet; investor_1:collaborator-sheet; nonprofit_partner:collaborator-sheet; restricted_units:collaborator-sheet
214,CSCDA,Trails at San Dimas,"Trails San Dimas, LP",San Dimas,Los Angeles,,2026-07-16,authorize,approved,operative,,,,,,https://cscda.org/wp-content/uploads/2026/07/CSCDA-Agenda-7.16.26-1.pdf,https://cscda.org/wp-content/uploads/2026/07/CSCDA-Agenda-Packet-7.16.26.pdf,https://cscda.org/wp-content/uploads/2026/08/CSCDA-Agenda-Packet-8.6.26.pdf,The Korda Group,,AOF/Pacific Affordable Housing Corp.,288,72,25% at 80% AMI,10,,"Grant of $5,000","444 North Amelia Avenue, San Dimas","September, 2026",NO,,,,,,generated,new_build:collaborator-sheet; investor_1:collaborator-sheet; nonprofit_partner:collaborator-sheet; restricted_units:collaborator-sheet
215,CSCDA,511 Hoover Street Apartments,511 Hoover Partnership LP,Los Angeles,Los Angeles,26H-[_],2026-07-02,authorize,approved,operative,,,,,,https://cscda.org/wp-content/uploads/2026/06/CSCDA-Agenda-7.2.26.pdf,https://cscda.org/wp-content/uploads/2026/06/CSCDA-Agenda-Packet-7.2.26.pdf,https://cscda.org/wp-content/uploads/2026/07/CSCDA-Agenda-Packet-7.16.26.pdf,Category Company,,Housing on Merit,145,73,50% at 80% AMI,55,,"Grant of $5,000","511 N. Hoover Street, Los Angeles","July, 2026",YES,,,,https://cscda.org/wp-content/uploads/2026/06/CSCDA-Agenda-Packet-7.2.26.pdf,,generated,new_build:collaborator-sheet; link:collaborator-sheet; resolution:collaborator-sheet; investor_1:collaborator-sheet; restricted_units:collaborator-sheet
216,CMFA,Guava Gardens Apartments,"Guava Gardens Senior Apartments, LP",La Mesa,San Diego,26-391,2026-06-26,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/06/1-CMFA-Agenda-06-26-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/06/CMFA-Staff-Reports-6-26-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/06/2-CMFA-Minutes-06-26-26.pdf,"Positive Investments, Inc.",,Foundation for Affordable Housing,81,81,100% at 80% AMI,55,12000.0,"Grant up to $10,000 (Charitable Affordable Housing)","5035 Guava Ave, La Mesa, CA 91942",,NO,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
