project_id,agency,property_name,entity,city,county,resolution,meeting_date,item_type,minutes_status,authorization_status,superseded_by,manual_status,scc_filed,scc_number,scc_issue_date,agenda_url,staff_report_url,minutes_url,investor_1,investor_2,nonprofit_partner,total_units,restricted_units,rent_restricted_pct,term_years,city_cut,grant_description,address,estimated_closing,new_build,built,acquisition_price_m,acquisition_date,link,leasing_link,row_source,field_overrides
226,CSCDA,Maris at Martinez Apartments,MG Maris Martinez Apartments LP.,Martinez,Contra Costa,,2026-06-04,authorize,,operative,,dead,,,,https://cscda.org/wp-content/uploads/2026/05/CSCDA-Agenda-6.4.26.pdf,https://cscda.org/wp-content/uploads/2026/06/CSCDA-Agenda-Packet-6.4.26.pdf,https://cscda.org/wp-content/uploads/2026/06/CSCDA-Agenda-Packet-6.18.26.pdf,MG Properties,,Pacific Housing,168,134,80% at 80% AMI,10,,"Grant of $5,000","142 Fig Tree Lane, Martinez, CA","July, 2026",,,,,,,generated,manual_status:collaborator-sheet; investor_1:collaborator-sheet; nonprofit_partner:collaborator-sheet; restricted_units:collaborator-sheet; term_years:collaborator-sheet
227,CMFA,Westlake Apartments,"Westlake Apts LP, a California limited partnership",Sacramento,Sacramento,26-446,2026-08-07,authorize,,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/08/1-CMFA-Agenda-08-07-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/08/CMFA-Staff-Reports-8-7-26.pdf,,Tesseract Capital Group,,Housing on Merit,148,148,100% at 80% AMI,55,22200.0,"Grant up to $10,000 (Charitable Affordable Housing)","1 Shoal Ct, Sacramento, CA 95831",,,,,,,,generated,address:collaborator-sheet
228,CSCDA,Colden Oaks Apartments,Colden Oaks Apartments LP.,Los Angeles,Los Angeles,,2026-06-04,authorize,,operative,,,,,,https://cscda.org/wp-content/uploads/2026/05/CSCDA-Agenda-6.4.26.pdf,https://cscda.org/wp-content/uploads/2026/06/CSCDA-Agenda-Packet-6.4.26.pdf,https://cscda.org/wp-content/uploads/2026/06/CSCDA-Agenda-Packet-6.18.26.pdf,"Positive Investments, Inc.",,The Foundation for Affordable Housing,38,19,50% at 80% AMI,15,,"Grant of $5,000","225 West Colden Avenue, Los Angeles, CA","June, 2026",,,,,,,generated,investor_1:collaborator-sheet; restricted_units:collaborator-sheet; term_years:collaborator-sheet
229,CSCDA,Creekside Villas,"CGI Creekside Bliss, LP",San Diego,San Diego,,2026-08-06,authorize,approved,operative,,,,,,https://cscda.org/wp-content/uploads/2026/07/CSCDA-Agenda-8.6.26.pdf,https://cscda.org/wp-content/uploads/2026/08/CSCDA-Agenda-Packet-8.6.26.pdf,https://cscda.org/wp-content/uploads/2026/08/CSCDA-Agenda-Packet-8.20.26.pdf,CGI+,,Foothill Affordable Housing Foundation,144,144,100% at 80% AMI,20,,"Grant of $5,000","220 47th Street, San Diego","September, 2026",,,,,,,generated,investor_1:collaborator-sheet; restricted_units:collaborator-sheet
230,CSCDA,Hansen Village Apartments,Hansen Village Apartments LP.,Los Angeles,Los Angeles,,2026-06-04,authorize,,operative,,,,,,https://cscda.org/wp-content/uploads/2026/05/CSCDA-Agenda-6.4.26.pdf,https://cscda.org/wp-content/uploads/2026/06/CSCDA-Agenda-Packet-6.4.26.pdf,https://cscda.org/wp-content/uploads/2026/06/CSCDA-Agenda-Packet-6.18.26.pdf,"Positive Investments, Inc.",,The Foundation for Affordable Housing,116,29,25% at 80% AMI,10,,"Grant of $5,000","11821 Foothill Blvd, Lake View Terrace, CA 91342","June, 2026",NO,,,,,,generated,new_build:collaborator-sheet; investor_1:collaborator-sheet; restricted_units:collaborator-sheet; address:collaborator-sheet
231,CSCDA,Violet on Virgil,"Post Violet, LP",Los Angeles,Los Angeles,,2026-08-06,authorize,approved,operative,,,,,,https://cscda.org/wp-content/uploads/2026/07/CSCDA-Agenda-8.6.26.pdf,https://cscda.org/wp-content/uploads/2026/08/CSCDA-Agenda-Packet-8.6.26.pdf,https://cscda.org/wp-content/uploads/2026/08/CSCDA-Agenda-Packet-8.20.26.pdf,Post Real Estate Group,,Bedford Affordable Housing Foundation,302,302,100% at 80% AMI,10,,"Grant of $5,000","160 S. Virgil Avenue, Los Angeles","September, 2026",,,,,,,generated,investor_1:collaborator-sheet; nonprofit_partner:collaborator-sheet; restricted_units:collaborator-sheet
232,CSCDA,Crystal View Apartments,"EREP TVG Crystal View Owner, LP",Garden Grove,Orange,,2026-06-04,authorize,,operative,,,,,,https://cscda.org/wp-content/uploads/2026/05/CSCDA-Agenda-6.4.26.pdf,https://cscda.org/wp-content/uploads/2026/06/CSCDA-Agenda-Packet-6.4.26.pdf,https://cscda.org/wp-content/uploads/2026/06/CSCDA-Agenda-Packet-6.18.26.pdf,Eagle Partners,Vistria,Affordable Housing Access,402,120,,15,,"Grant of $5,000","12091 Bayport Street, Garden Grove, CA","July, 2026",NO,,,,https://vistria.com/vistria-real-estate-acquires-orange-county-apartment-community/,,generated,investor_2:collaborator-sheet; new_build:collaborator-sheet; link:collaborator-sheet; investor_1:collaborator-sheet; nonprofit_partner:collaborator-sheet; restricted_units:collaborator-sheet
233,CSCDA,926 S. Kingsley Apartments,"Kian Investments, LP",Los Angeles,Los Angeles,,2026-08-06,authorize,approved,operative,,,,,,https://cscda.org/wp-content/uploads/2026/07/CSCDA-Agenda-8.6.26.pdf,https://cscda.org/wp-content/uploads/2026/08/CSCDA-Agenda-Packet-8.6.26.pdf,https://cscda.org/wp-content/uploads/2026/08/CSCDA-Agenda-Packet-8.20.26.pdf,Keren Housing,,Integrity Housing,136,136,100% at 80% AMI,10,,"Grant of $5,000","926 S. Kingsley Drive, Los Angeles, CA","September, 2026",,,,,,,generated,investor_1:collaborator-sheet; restricted_units:collaborator-sheet; term_years:collaborator-sheet
234,CSCDA,939 S. Kingsley Apartments,"Kingsley Project, LP",Los Angeles,Los Angeles,,2026-08-06,authorize,approved,operative,,,,,,https://cscda.org/wp-content/uploads/2026/07/CSCDA-Agenda-8.6.26.pdf,https://cscda.org/wp-content/uploads/2026/08/CSCDA-Agenda-Packet-8.6.26.pdf,https://cscda.org/wp-content/uploads/2026/08/CSCDA-Agenda-Packet-8.20.26.pdf,Keren Housing,,Integrity Housing,136,136,100% at 80% AMI,55,,"Grant of $5,000","939 S. Kingsley Drive, Los Angeles, CA","September, 2026",,,,,,,generated,investor_1:collaborator-sheet; restricted_units:collaborator-sheet
235,CSCDA,3950 Ingraham Apartments,"Ingraham Investment Group, LP",Los Angeles,Los Angeles,,2026-08-06,authorize,approved,operative,,,,,,https://cscda.org/wp-content/uploads/2026/07/CSCDA-Agenda-8.6.26.pdf,https://cscda.org/wp-content/uploads/2026/08/CSCDA-Agenda-Packet-8.6.26.pdf,https://cscda.org/wp-content/uploads/2026/08/CSCDA-Agenda-Packet-8.20.26.pdf,Keren Housing,,Integrity Housing,59,59,100% at 80% AMI,55,,"Grant of $5,000","3950 W. Ingraham Street, Los Angeles, CA","September, 2026",,,,,,,generated,investor_1:collaborator-sheet; restricted_units:collaborator-sheet
236,CSCDA,Park Playa Apartments,"Park Playa, LP",Los Angeles,Los Angeles,,2026-08-06,authorize,approved,operative,,,,,,https://cscda.org/wp-content/uploads/2026/07/CSCDA-Agenda-8.6.26.pdf,https://cscda.org/wp-content/uploads/2026/08/CSCDA-Agenda-Packet-8.6.26.pdf,https://cscda.org/wp-content/uploads/2026/08/CSCDA-Agenda-Packet-8.20.26.pdf,Killefer Development,,Integrity Housing,108,108,80%,55,,"Grant of $5,000","6985 S. Centinela Avenue, Los Angeles, CA","September, 2026",YES,,,,,,generated,new_build:collaborator-sheet; investor_1:collaborator-sheet; total_units:collaborator-sheet; restricted_units:collaborator-sheet
237,CSCDA,Edgemont by Angeleno,1178 Edgemont LP,Los Angeles,Los Angeles,,2026-08-06,authorize,approved,operative,,,,,,https://cscda.org/wp-content/uploads/2026/07/CSCDA-Agenda-8.6.26.pdf,https://cscda.org/wp-content/uploads/2026/08/CSCDA-Agenda-Packet-8.6.26.pdf,https://cscda.org/wp-content/uploads/2026/08/CSCDA-Agenda-Packet-8.20.26.pdf,Angeleno Invesments,,Housing on Merit,34,27,80%,55,,"Grant of $5,000","1178 N. Edgemont Street, Los Angeles, CA","August, 2026",,,,,,,generated,investor_1:collaborator-sheet; restricted_units:collaborator-sheet
238,CMFA,Heritage Park Apartments Livermore,Standard Heritage Livermore Owner LP,Livermore,Alameda,,2022-04-08,authorize,,operative,,,True,11142,2022-12-08,,,,Standard Property Company,,Housing on Merit,167,125,,,,"Loan / $100,000","900 E Stanley Blvd, Livermore, CA 94550",,NO,1988,,,,,collaborator-sheet,*:collaborator-sheet
301,CMFA,2025 New Jersey Apartments,"2025 NJ, LP",Los Angeles,Los Angeles,23-203,2023-07-14,authorize,pulled,pulled,,,True,12635,2024-05-10,https://www.cmfa-ca.com/wp-content/uploads/2023/07/1-CMFA-Agenda-07-14-23.pdf,https://www.cmfa-ca.com/wp-content/uploads/2023/07/CMFA-Staff-Reports-1.pdf,https://www.cmfa-ca.com/wp-content/uploads/2023/07/CMFA-Minutes-07-14-23.pdf,,,,,,,,,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
302,CMFA,Bernardine Apartments,"Castle Rock Bernardine Apartments, LP",San Bernardino,San Bernardino,23-202,2023-07-14,authorize,pulled,pulled,,,True,12700,2024-02-08,https://www.cmfa-ca.com/wp-content/uploads/2023/07/1-CMFA-Agenda-07-14-23.pdf,https://www.cmfa-ca.com/wp-content/uploads/2023/07/CMFA-Staff-Reports-1.pdf,https://www.cmfa-ca.com/wp-content/uploads/2023/07/CMFA-Minutes-07-14-23.pdf,,,,,,,,,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
303,CMFA,10705 Avalon Blvd Apartments,"BIF NON OZ 10705 Avalon Blvd, LP, a California limited partnership",Los Angeles,Los Angeles,24-040,2024-02-02,authorize,approved,superseded,134,,True,14852,2024-10-03,https://www.cmfa-ca.com/wp-content/uploads/2024/01/1-CMFA-Agenda-02-2-24-1.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/01/CMFA-Staff-Reports-2-2-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/02/2-CMFA-Minutes-02-2-24.pdf,SoLa Impact,,Housing On Merit,69,54,78% at 80% AMI,20,10350.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
304,CMFA,820 MacArthur Apartments,"2019 Ozone Affordable Housing – 820 MacArthur, LP",Oakland,Alameda,24-042,2024-02-02,authorize,pulled,pulled,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2024/01/1-CMFA-Agenda-02-2-24-1.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/01/CMFA-Staff-Reports-2-2-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/02/2-CMFA-Minutes-02-2-24.pdf,,,,,,,,,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
305,CMFA,4252 Crenshaw Apartments,4252 Crenshaw LP,Los Angeles,Los Angeles,24-177,2024-04-26,authorize,pulled,pulled,,,True,14929,2024-10-09,https://www.cmfa-ca.com/wp-content/uploads/2024/04/CMFA-Agenda-04-26-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/04/CMFA-Staff-Reports-1.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/04/Minutes-04-26-24.pdf,Thrive Living,,"Kingdom Development, Inc.",111,45,100% at 80% AMI,30,6570.0,"Grant up to $10,000 (Charitable Affordable Housing)","45 units restricted and 66 market-rate units, including",,,,,,,,generated,
306,CMFA,Montessa Apartments,"Affordable Housing Alliance II, Inc., d/b/a Integrity Housing, a Colorado nonprofit corporation",Vacaville,Solano,24-176,2024-04-26,authorize,approved,superseded,16,,,,,https://www.cmfa-ca.com/wp-content/uploads/2024/04/CMFA-Agenda-04-26-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/04/CMFA-Staff-Reports-1.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/04/Minutes-04-26-24.pdf,Ascenda Capital,,Integrity Housing,169,58,34% at 80% AMI,30,8700.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
307,CMFA,2330 3rd Street Apartments,"2330 3rd Street Apartments L.P., a California limited partnership",Los Angeles,Los Angeles,24-276,2024-08-09,authorize,pulled,pulled,,,True,15139,2025-05-02,https://www.cmfa-ca.com/wp-content/uploads/2024/08/CMFA-Agendas-08-09-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/08/CMFA-Staff-Reports-8-9-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/08/2-CMFA-Minutes-08-09-2024.pdf,Terra Capital Development Group LLC,,"Pacific Housing, Inc.",53,53,100% at 80% AMI,30,7950.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
308,CMFA,Hillsdale Gardens Apartments,Hillsdale Property LP,San Mateo,San Mateo,,2024-08-30,authorize,,superseded,48,,,,,https://www.cmfa-ca.com/wp-content/uploads/2024/08/CMFA-Agendas-08-30-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/08/Staff-Reports-08-30-24-1.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/08/2-CMFA-Minutes-08-30-2024-1.pdf,Ethos Real Estate,,"Pacific Housing, Inc.",697,697,100% at 80% AMI,30,74775.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
309,CMFA,6171 Mission Gorge Apartments,6171 MISSION GORGE OWNER LP,San Diego,San Diego,24-378,2024-09-20,authorize,pulled,pulled,,,True,15001,2024-12-30,https://www.cmfa-ca.com/wp-content/uploads/2024/09/1-CMFA-Agenda-09-20-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/09/CMFA-Staff-Report-09-20-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/09/2-CMFA-Minutes-09-20-2024.pdf,Impact Housing,,Las Palmas Housing & Development Corporation,488,483,100% at 80% AMI,30,72450.0,"Grant up to $10,000 (Charitable Affordable Housing)","5 levels of Type III construction, consisting of",,,,,,,,generated,
310,CMFA,Horizon Apartments,"BWF II ETHOS CA HORIZON LP, a Delaware limited partnership",Santa Ana,Orange,24-377,2024-09-20,authorize,approved,superseded,45,,True,14961,2025-03-20,https://www.cmfa-ca.com/wp-content/uploads/2024/09/1-CMFA-Agenda-09-20-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/09/CMFA-Staff-Report-09-20-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/09/2-CMFA-Minutes-09-20-2024.pdf,Ethos Real Estate,,"Affordable Housing Access, Inc.",406,406,100% at 80% AMI,30,60900.0,"Grant up to $10,000 (Charitable Affordable Housing)","5 and State Highway 55 and is close to the Downtown Santa Ana and Irvine Business complexes, which are two large employment hubs in the area",,,,,,,,generated,
311,CMFA,Main Street Apartments,"4752 Main, LP",Los Angeles,Los Angeles,,2024-11-01,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2024/10/1-CMFA-Agenda-11-1-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/10/CMFA-Staff-Reports-11-1-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/10/CMFA-Minutes-11-1-2024.pdf,"Eleos Ventures, LLC",,Step Forward Communities,53,53,100% at 80% AMI,30,7950.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
312,CMFA,2245 Amherst Apartments,2245 Amherst LLC,Los Angeles,Los Angeles,,2025-01-10,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/01/1-CMFA-Agenda-1-10-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/01/CMFA-Staff-Reports-01-10-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/01/2-CMFA-Minutes-1-10-2025-2.pdf,HVN Development,,Integrity Housing,38,38,100% at 80% AMI,30,,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
313,CMFA,Bella Vista Apartments,"Vintage Housing Holdings, LLC",Richmond,Contra Costa,25-038,2025-01-10,authorize,pulled,pulled,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/01/1-CMFA-Agenda-1-10-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/01/CMFA-Staff-Reports-01-10-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/01/2-CMFA-Minutes-1-10-2025-2.pdf,"Vintage Housing Holdings, LLC",,Hearthstone Housing Foundation,8,8,at 80% AMI,30,98100.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
314,CMFA,Elevate Long Beach Apartments,"Gelt on 3rd LB, LP",Long Beach,Los Angeles,,2025-01-10,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/01/1-CMFA-Agenda-1-10-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/01/CMFA-Staff-Reports-01-10-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/01/2-CMFA-Minutes-1-10-2025-2.pdf,Gelt Ventures Partners,,Integrity Housing,171,171,100% at 80% AMI,30,,"Grant up to $10,000 (Charitable Affordable Housing)","700 square feet. Amenities at the property include a rooftop sky deck with barbeque area and fireplace, fully equipped fitness center",,,,,,,,generated,
315,CMFA,Cherokee Avenue Apartments,1305 CherokeeOOZB LLC,Los Angeles,Los Angeles,,2025-01-31,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/01/1-CMFA-Agenda-1-31-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/01/CMFA-Staff-Report-01-31-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/01/2-CMFA-Minutes-1-31-2025.pdf,Uncommon Developers,,Pacific Housing Inc.,52,52,100% at 80% AMI,30,7800.0,"Grant up to $10,000 (Charitable Affordable Housing)",1301-1307 N. Cherokee Avenue in,,,,,,,,generated,
316,CMFA,Electric Lofts Apartments,"Electric Lofts, LP",Oakland,Alameda,25-066,2025-01-31,authorize,approved,operative,,,True,15324,2026-01-27,https://www.cmfa-ca.com/wp-content/uploads/2025/01/1-CMFA-Agenda-1-31-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/01/CMFA-Staff-Report-01-31-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/01/2-CMFA-Minutes-1-31-2025.pdf,Trestle Development LLC,,AOF / Pacific Affordable Housing Corp,89,80,10% at 60% AMI; 90% at 80% AMI,30,13350.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
317,CMFA,Oak Park Apartments,"Post Oak Park Monrovia, LP",Monrovia,Los Angeles,,2025-01-31,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/01/1-CMFA-Agenda-1-31-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/01/CMFA-Staff-Report-01-31-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/01/2-CMFA-Minutes-1-31-2025.pdf,Post Investment Group,,Integrity Housing,156,156,100% at 80% AMI,30,23400.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
318,CMFA,3901 Normandie Avenue Apartments,"BIF OZ 3905 NORMANDIE AVE, LP",Los Angeles,Los Angeles,,2025-02-21,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/02/CMFA-Agenda-2-21-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/02/CMFA-Staff-Reports-1.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/02/2-CMFA-Minutes-2-21-2025-1.pdf,"SoLa Impact, LLC",,Housing on Merit,84,83,100% at 80% AMI,30,12600.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
319,CMFA,501 S. Burlington Avenue Apartments,501 Burlington Owners L.P.,Los Angeles,Los Angeles,,2025-02-21,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/02/CMFA-Agenda-2-21-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/02/CMFA-Staff-Reports-1.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/02/2-CMFA-Minutes-2-21-2025-1.pdf,Taylor Equities,,"Kingdom Development, Inc.",42,42,100% at 80% AMI,30,6300.0,"Grant up to $10,000 (Charitable Affordable Housing)","501 S. Burlington Avenue Apartments project is a three-story,",,,,,,,,generated,
320,CMFA,625 S. Burlington Avenue Apartments,625 Burlington Owners L.P.,Los Angeles,Los Angeles,,2025-02-21,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/02/CMFA-Agenda-2-21-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/02/CMFA-Staff-Reports-1.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/02/2-CMFA-Minutes-2-21-2025-1.pdf,Taylor Equities,,"Kingdom Development, Inc.",48,48,100% at 80% AMI,30,7200.0,"Grant up to $10,000 (Charitable Affordable Housing)","625 S. Burlington Avenue Apartments project is a four-story,",,,,,,,,generated,
321,CMFA,Brookhollow Apartments,"Post Brookhollow, LP",West Covina,Los Angeles,,2025-02-21,preliminary_only,,preliminary,,,True,5435,2012-03-27,https://www.cmfa-ca.com/wp-content/uploads/2025/02/CMFA-Agenda-2-21-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/02/CMFA-Staff-Reports-1.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/02/2-CMFA-Minutes-2-21-2025-1.pdf,Post Investment Group,,Integrity Housing,188,188,100% at 80% AMI,30,28200.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
322,CMFA,Emerald Pointe Apartments,"Post Emerald, LP",Modesto,Stanislaus,,2025-02-21,preliminary_only,,preliminary,,,True,6702,2016-01-26,https://www.cmfa-ca.com/wp-content/uploads/2025/02/CMFA-Agenda-2-21-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/02/CMFA-Staff-Reports-1.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/02/2-CMFA-Minutes-2-21-2025-1.pdf,Post Investment Group,,Integrity Housing,250,250,100% at 80% AMI,30,37500.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
323,CMFA,Meridian Apartments,"400 Meridian LP, a California limited partnership",San Rafael,Marin,25-083,2025-02-21,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/02/CMFA-Agenda-2-21-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/02/CMFA-Staff-Reports-1.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/02/2-CMFA-Minutes-2-21-2025-1.pdf,Tesseract Capital Group,,Housing on Merit,99,99,100% at 80% AMI,30,,"Grant up to $10,000 (Charitable Affordable Housing)",2022 and are sized to offset the electricity needs of all common areas. The grant for this project will create 99 units of affordable housing in,,,,,,,,generated,
324,CMFA,River Court Apartments,"Post Rivercourt, LP",Sacramento,Sacramento,,2025-02-21,preliminary_only,,preliminary,,,True,6330,2014-12-29,https://www.cmfa-ca.com/wp-content/uploads/2025/02/CMFA-Agenda-2-21-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/02/CMFA-Staff-Reports-1.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/02/2-CMFA-Minutes-2-21-2025-1.pdf,Post Investment Group,,Integrity Housing,160,160,100% at 80% AMI,30,24000.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
325,CMFA,Shadowbrook Apartments,"Post Shadowbrook, LP",Selma,Fresno,,2025-02-21,preliminary_only,,preliminary,,,True,5434,2012-03-28,https://www.cmfa-ca.com/wp-content/uploads/2025/02/CMFA-Agenda-2-21-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/02/CMFA-Staff-Reports-1.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/02/2-CMFA-Minutes-2-21-2025-1.pdf,Post Investment Group,,Integrity Housing,193,193,100% at 80% AMI,30,28950.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
326,CMFA,The Groves at East Tabor Apartments,"Post Groves, LP",Fairfield,Solano,,2025-02-21,preliminary_only,,preliminary,,,True,5935,2014-02-18,https://www.cmfa-ca.com/wp-content/uploads/2025/02/CMFA-Agenda-2-21-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/02/CMFA-Staff-Reports-1.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/02/2-CMFA-Minutes-2-21-2025-1.pdf,Post Investment Group,,Integrity Housing,148,148,100% at 80% AMI,30,22200.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
327,CMFA,569th W. 6th Street Apartments,"SIOF 5 Properties, LP",Los Angeles,Los Angeles,,2025-03-14,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/03/1-CMFA-Agenda-3-14-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/03/CMFA-Staff-Reports-3-14-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/03/CMFA-Minutes-3-14-2025.pdf,"SoLa Impact, LLC",,Housing on Merit,48,47,100% at 80% AMI,30,7200.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
328,CMFA,AVID South & Lime Apartments,"Avid South & Lime, LP",Long Beach,Los Angeles,,2025-03-14,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/03/1-CMFA-Agenda-3-14-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/03/CMFA-Staff-Reports-3-14-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/03/CMFA-Minutes-3-14-2025.pdf,Avanath Capital,,BRIDGE Housing Corporation,96,96,100% at 80% AMI,30,14400.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
329,CMFA,Aspire Arden Apartments,Clear Capital or an affiliate,Sacramento,Sacramento,,2025-04-04,preliminary_only,,preliminary,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/04/1-CMFA-Agenda-04-04-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/04/CMFA-Staff-Report.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/04/2-CMFA-Minutes-04-04-2025.pdf,"Clear Capital, LLC",,Housing on Merit,250,100,40% at 80% AMI,30,15000.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
330,CMFA,569 W 6th Apartments,"SIOF 5 Properties, LP",Los Angeles,Los Angeles,25-147,2025-04-25,authorize,approved,superseded,85,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/04/1-CMFA-Agenda-04-25-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/04/CMFA-Staff-Reports-1.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/04/2-CMFA-Minutes-04-25-2025-1.pdf,"SoLa Impact, LLC",,Housing on Merit,48,47,100% at 80% AMI,30,7050.0,"Grant up to $10,000 (Charitable Affordable Housing)",,,,,,,,,generated,
